11, 14, 0, 20210920, 5299 
11, 14, 0, 20210921, 5299 
11, 14, 0, 20210922, 5299 
11, 14, 0, 20210923, 5299 
11, 14, 0, 20210924, 5299 
11, 14, 0, 20210927, 5299 
11, 14, 0, 20210928, 5299 
11, 14, 0, 20210929, 5299 
11, 14, 0, 20210930, 5299 
11, 14, 0, 20211001, 5299 
11, 14, 0, 20211004, 5299 
11, 14, 0, 20211005, 5299 
11, 14, 0, 20211006, 5299 
11, 14, 0, 20211007, 5299 
11, 14, 0, 20211008, 5299 
11, 14, 0, 20211011, 5299 
11, 14, 0, 20211012, 5299 
11, 14, 0, 20211013, 5299 
11, 14, 0, 20211014, 5299 
11, 14, 0, 20211015, 5299 
1166, 25, 0, 20210920, 1154 
1166, 25, 0, 20210921, 1154 
1166, 25, 0, 20211014, 1154 
1166, 25, 0, 20211015, 1154 
1167, 25, 0, 20210920, 2289 
1167, 25, 0, 20210921, 2289 
1167, 25, 0, 20211014, 2289 
1167, 25, 0, 20211015, 2289 
1253, 25, 0, 20210925, 1154 
1253, 25, 0, 20211002, 1154 
1253, 25, 0, 20211009, 1154 
1253, 25, 0, 20211016, 1154 
1254, 25, 0, 20210925, 2289 
1254, 25, 0, 20211002, 2289 
1254, 25, 0, 20211009, 2289 
1254, 25, 0, 20211016, 2289 
2116, 32, 0, 20210926, 5480 
2116, 32, 0, 20211003, 5480 
2116, 32, 0, 20211010, 5480 
2116, 32, 0, 20211017, 5480 
2486, 36, 1, 20210925, 2788 
2486, 36, 1, 20211002, 2788 
2486, 36, 1, 20211009, 2788 
2486, 36, 1, 20211016, 2788 
2549, 36, 1, 20210926, 2788 
2549, 36, 1, 20211003, 2788 
2549, 36, 1, 20211010, 2788 
2549, 36, 1, 20211017, 2788 
2845, 42, 0, 20210920, 1531 
2845, 42, 0, 20210921, 1531 
2845, 42, 0, 20210922, 1531 
2845, 42, 0, 20210923, 1531 
2845, 42, 0, 20210924, 1531 
2845, 42, 0, 20210927, 1531 
2845, 42, 0, 20210928, 1531 
2845, 42, 0, 20210929, 1531 
2845, 42, 0, 20210930, 1531 
2845, 42, 0, 20211001, 1531 
2845, 42, 0, 20211004, 1531 
2845, 42, 0, 20211005, 1531 
2845, 42, 0, 20211006, 1531 
2845, 42, 0, 20211007, 1531 
2845, 42, 0, 20211008, 1531 
2845, 42, 0, 20211011, 1531 
2845, 42, 0, 20211012, 1531 
2845, 42, 0, 20211013, 1531 
2845, 42, 0, 20211014, 1531 
2845, 42, 0, 20211015, 1531 
2978, 42, 0, 20210926, 1531 
2978, 42, 0, 20211003, 1531 
2978, 42, 0, 20211010, 1531 
3408, 43, 0, 20211004, 3263B 
3408, 43, 0, 20211005, 3263B 
3408, 43, 0, 20211014, 3263B 
3409, 43, 0, 20211004, 6648 
3409, 43, 0, 20211005, 6648 
3409, 43, 0, 20211014, 6648 
3410, 43, 0, 20211004, 3259B 
3410, 43, 0, 20211005, 3259B 
3410, 43, 0, 20211014, 3259B 
3411, 43, 0, 20211004, 3260 
3411, 43, 0, 20211005, 3260 
3411, 43, 0, 20211014, 3260 
3412, 43, 0, 20211004, 3261 
3412, 43, 0, 20211005, 3261 
3412, 43, 0, 20211014, 3261 
3413, 43, 0, 20211004, 1894 
3413, 43, 0, 20211005, 1894 
3413, 43, 0, 20211014, 1894 
3718, 43, 0, 20210925, 3263B 
3718, 43, 0, 20211002, 3263B 
3719, 43, 0, 20210925, 6648 
3719, 43, 0, 20211002, 6648 
3720, 43, 0, 20210925, 3259B 
3720, 43, 0, 20211002, 3259B 
3721, 43, 0, 20210925, 3260 
3721, 43, 0, 20211002, 3260 
3722, 43, 0, 20210925, 3261 
3722, 43, 0, 20211002, 3261 
3723, 43, 0, 20210925, 1894 
3723, 43, 0, 20211002, 1894 
3795, 27, 1, 20211009, 2904 
3795, 27, 1, 20211016, 2904 
3909, 27, 1, 20211010, 2904 
3909, 27, 1, 20211017, 2904 
4099, 45, 0, 20210926, 3001B 
4099, 45, 0, 20211003, 3001B 
4099, 45, 0, 20211017, 3001B 
