1949, 90, 1, 20210828, 1483 
2897, 90, 1, 20210829, 1483 
1949, 90, 1, 20210828, 1483 
2897, 90, 1, 20210829, 1483 
3458, 35, 0, 20210823, 5480 
3458, 35, 0, 20210824, 5480 
3458, 35, 0, 20210825, 5480 
3458, 35, 0, 20210826, 5480 
3577, 66, 0, 20210823, 3520 
3577, 66, 0, 20210824, 3520 
3577, 66, 0, 20210825, 3520 
3577, 66, 0, 20210826, 3520 
4161, 35, 0, 20210830, 5480 
4161, 35, 0, 20210831, 5480 
4280, 66, 0, 20210830, 3520 
4280, 66, 0, 20210831, 3520 
4850, 35, 0, 20210827, 5480 
4969, 66, 0, 20210827, 3520 
5620, 35, 0, 20210828, 5480 
5797, 61, 1, 20210828, 2289 
6726, 35, 0, 20210829, 5480 
6839, 61, 1, 20210829, 2289 
6965, 43, 1, 20210829, 5458 
7507, 45, 0, 20210823, 1531 
7507, 45, 0, 20210824, 1531 
7507, 45, 0, 20210825, 1531 
7507, 45, 0, 20210826, 1531 
7902, 63, 1, 20210830, 6416 
7902, 63, 1, 20210831, 6416 
7903, 63, 1, 20210830, 3325 
7903, 63, 1, 20210831, 3325 
7904, 63, 1, 20210830, 6062 
7904, 63, 1, 20210831, 6062 
7905, 63, 1, 20210830, 3313 
7905, 63, 1, 20210831, 3313 
7906, 63, 1, 20210830, 3332 
7906, 63, 1, 20210831, 3332 
7907, 63, 1, 20210830, 3358 
7907, 63, 1, 20210831, 3358 
7908, 63, 1, 20210830, 3359 
7908, 63, 1, 20210831, 3359 
7975, 45, 0, 20210830, 1531 
7975, 45, 0, 20210831, 1531 
8629, 45, 0, 20210827, 1531 
9343, 45, 0, 20210828, 1531 
9781, 45, 0, 20210829, 1531 
9816, 63, 1, 20210829, 6416 
9817, 63, 1, 20210829, 3325 
9818, 63, 1, 20210829, 6062 
9819, 63, 1, 20210829, 3313 
9820, 63, 1, 20210829, 3332 
9821, 63, 1, 20210829, 3358 
9822, 63, 1, 20210829, 3359 
12073, 56, 1, 20210828, 2367 
12116, 47, 0, 20210829, 3001B 
12277, 17, 0, 20210901, 5299 
12277, 17, 0, 20210902, 5299 
12277, 17, 0, 20210903, 5299 
12277, 17, 0, 20210906, 5299 
12277, 17, 0, 20210907, 5299 
12277, 17, 0, 20210908, 5299 
12277, 17, 0, 20210909, 5299 
12277, 17, 0, 20210910, 5299 
12277, 17, 0, 20210913, 5299 
12277, 17, 0, 20210914, 5299 
12277, 17, 0, 20210915, 5299 
12277, 17, 0, 20210916, 5299 
12277, 17, 0, 20210917, 5299 
13793, 28, 0, 20210902, 1154 
13793, 28, 0, 20210903, 1154 
13793, 28, 0, 20210906, 1154 
13793, 28, 0, 20210907, 1154 
13793, 28, 0, 20210916, 1154 
13793, 28, 0, 20210917, 1154 
13794, 28, 0, 20210902, 2289 
13794, 28, 0, 20210903, 2289 
13794, 28, 0, 20210906, 2289 
13794, 28, 0, 20210907, 2289 
13794, 28, 0, 20210916, 2289 
13794, 28, 0, 20210917, 2289 
13880, 28, 0, 20210904, 1154 
13880, 28, 0, 20210911, 1154 
13880, 28, 0, 20210918, 1154 
13881, 28, 0, 20210904, 2289 
13881, 28, 0, 20210911, 2289 
13881, 28, 0, 20210918, 2289 
14963, 35, 0, 20210905, 5480 
15027, 35, 0, 20210912, 5480 
15410, 39, 1, 20210904, 2788 
15410, 39, 1, 20210911, 2788 
15410, 39, 1, 20210918, 2788 
15536, 39, 1, 20210905, 2788 
15611, 39, 1, 20210912, 2788 
15841, 43, 1, 20210912, 5458 
15915, 45, 0, 20210901, 1531 
15915, 45, 0, 20210902, 1531 
15915, 45, 0, 20210903, 1531 
15915, 45, 0, 20210906, 1531 
15915, 45, 0, 20210907, 1531 
15915, 45, 0, 20210908, 1531 
15915, 45, 0, 20210909, 1531 
15915, 45, 0, 20210910, 1531 
15915, 45, 0, 20210913, 1531 
15915, 45, 0, 20210914, 1531 
15915, 45, 0, 20210915, 1531 
15915, 45, 0, 20210916, 1531 
15915, 45, 0, 20210917, 1531 
16022, 45, 0, 20210905, 1531 
16022, 45, 0, 20210912, 1531 
16694, 46, 0, 20210904, 3263B 
16694, 46, 0, 20210911, 3263B 
16694, 46, 0, 20210918, 3263B 
16695, 46, 0, 20210904, 6648 
16695, 46, 0, 20210911, 6648 
16695, 46, 0, 20210918, 6648 
16696, 46, 0, 20210904, 3259B 
16696, 46, 0, 20210911, 3259B 
16696, 46, 0, 20210918, 3259B 
16697, 46, 0, 20210904, 3260 
16697, 46, 0, 20210911, 3260 
16697, 46, 0, 20210918, 3260 
16698, 46, 0, 20210904, 3261 
16698, 46, 0, 20210911, 3261 
16698, 46, 0, 20210918, 3261 
16699, 46, 0, 20210904, 1894 
16699, 46, 0, 20210911, 1894 
16699, 46, 0, 20210918, 1894 
16916, 47, 0, 20210905, 3001B 
16916, 47, 0, 20210912, 3001B 
18624, 54, 1, 20210901, 2299 
18624, 54, 1, 20210902, 2299 
18624, 54, 1, 20210903, 2299 
18624, 54, 1, 20210906, 2299 
18624, 54, 1, 20210907, 2299 
18624, 54, 1, 20210908, 2299 
18624, 54, 1, 20210909, 2299 
18624, 54, 1, 20210910, 2299 
18624, 54, 1, 20210913, 2299 
18624, 54, 1, 20210914, 2299 
18624, 54, 1, 20210915, 2299 
18624, 54, 1, 20210916, 2299 
18624, 54, 1, 20210917, 2299 
21246, 66, 0, 20210901, 3520 
21246, 66, 0, 20210902, 3520 
21246, 66, 0, 20210903, 3520 
21246, 66, 0, 20210906, 3520 
21246, 66, 0, 20210907, 3520 
21246, 66, 0, 20210908, 3520 
21246, 66, 0, 20210909, 3520 
21246, 66, 0, 20210910, 3520 
21246, 66, 0, 20210913, 3520 
21246, 66, 0, 20210914, 3520 
21246, 66, 0, 20210915, 3520 
21246, 66, 0, 20210916, 3520 
21246, 66, 0, 20210917, 3520 
21697, 33, 1, 20210904, 1483 
21697, 33, 1, 20210911, 1483 
21697, 33, 1, 20210918, 1483 
21728, 33, 0, 20210904, 1208 
21728, 33, 0, 20210911, 1208 
21728, 33, 0, 20210918, 1208 
21729, 33, 0, 20210904, 2582 
21729, 33, 0, 20210911, 2582 
21729, 33, 0, 20210918, 2582 
21730, 33, 0, 20210904, 2585 
21730, 33, 0, 20210911, 2585 
21730, 33, 0, 20210918, 2585 
21767, 33, 1, 20210905, 1483 
21767, 33, 1, 20210912, 1483 
21773, 33, 0, 20210905, 1208 
21773, 33, 0, 20210912, 1208 
21774, 33, 0, 20210905, 2582 
21774, 33, 0, 20210912, 2582 
21775, 33, 0, 20210905, 2585 
21775, 33, 0, 20210912, 2585 
22357, 61, 1, 20210906, 2289 
22357, 61, 1, 20210907, 2289 
22357, 61, 1, 20210916, 2289 
22357, 61, 1, 20210917, 2289 
22612, 61, 1, 20210911, 2289 
22612, 61, 1, 20210918, 2289 
22714, 61, 1, 20210905, 2289 
23325, 49, 0, 20210905, 1112 
23325, 49, 0, 20210912, 1112 
23600, 33, 0, 20210904, 1555 
23600, 33, 0, 20210911, 1555 
23600, 33, 0, 20210918, 1555 
23601, 33, 0, 20210904, 2788 
