81411, 24065, 94, 0, 20210912, 2692 
81412, 24066, 94, 0, 20210912, 7395 
81413, 24067, 94, 0, 20210912, 7396 
81414, 24068, 94, 1, 20210912, 7396 
81415, 24069, 94, 1, 20210912, 7606 
81416, 24070, 94, 1, 20210912, 2693 
81417, 24071, 94, 1, 20210912, 2694 
81418, 24072, 94, 1, 20210912, 2960 
81419, 24073, 94, 1, 20210912, 2689 
81420, 24074, 94, 1, 20210912, 2932 
81421, 24075, 94, 1, 20210912, 6430 
81422, 24076, 94, 1, 20210912, 5066 
81423, 24077, 94, 1, 20210912, 5067 
81424, 24078, 94, 1, 20210912, 1726 
81425, 24079, 94, 0, 20210912, 1726 
81426, 24080, 94, 0, 20210912, 3624B 
81427, 24081, 94, 0, 20210912, 5017 
81428, 24082, 94, 0, 20210912, 5018 
81429, 24083, 94, 0, 20210912, 6428 
81430, 24084, 94, 0, 20210912, 2790 
81431, 24085, 94, 0, 20210912, 2791 
81432, 24086, 95, 1, 20210912, 3559 
81433, 24087, 95, 1, 20210912, 3525 
81434, 24088, 95, 1, 20210912, 2351 
81435, 24089, 95, 1, 20210912, 3562 
81436, 24090, 95, 1, 20210912, 3570 
81437, 24091, 95, 1, 20210912, 3572 
81438, 24092, 95, 1, 20210912, 1903 
81439, 24093, 95, 1, 20210912, 1912 
81440, 24094, 95, 1, 20210912, 1913 
81441, 24095, 95, 1, 20210912, 1914 
81442, 24096, 95, 1, 20210912, 1915 
81443, 24097, 95, 1, 20210912, 1916 
81444, 24098, 95, 1, 20210912, 7393 
81445, 24099, 95, 1, 20210912, 7394 
81446, 24100, 95, 1, 20210912, 6160 
81447, 24101, 95, 1, 20210912, 7395 
81448, 24102, 95, 1, 20210912, 7396 
81449, 24103, 95, 0, 20210912, 7398 
81450, 24104, 95, 0, 20210912, 6159 
81451, 24105, 95, 0, 20210912, 7400 
81452, 24106, 95, 0, 20210912, 7401 
81453, 24107, 95, 0, 20210912, 7430 
81454, 24108, 95, 0, 20210912, 5255 
81455, 24109, 95, 0, 20210912, 1975 
81456, 24110, 95, 0, 20210912, 1976 
81457, 24111, 95, 0, 20210912, 1977 
81458, 24112, 95, 0, 20210912, 3508 
81459, 24113, 95, 0, 20210912, 3517 
81460, 24114, 95, 0, 20210912, 3510 
81461, 24115, 95, 0, 20210912, 6154 
81462, 24116, 95, 0, 20210912, 2397 
81463, 24117, 95, 0, 20210912, 3559 
104916, 31030, 5, 0, 20210907, 531 
104917, 31030, 5, 0, 20210908, 531 
104918, 31030, 5, 0, 20210909, 531 
104919, 31030, 5, 0, 20210910, 531 
104920, 31030, 5, 0, 20210913, 531 
104921, 31030, 5, 0, 20210914, 531 
104922, 31030, 5, 0, 20210915, 531 
104923, 31030, 5, 0, 20210916, 531 
104924, 31030, 5, 0, 20210917, 531 
104926, 31031, 5, 0, 20210907, 511 
104927, 31031, 5, 0, 20210908, 511 
104928, 31031, 5, 0, 20210909, 511 
104929, 31031, 5, 0, 20210910, 511 
104930, 31031, 5, 0, 20210913, 511 
104931, 31031, 5, 0, 20210914, 511 
104932, 31031, 5, 0, 20210915, 511 
104933, 31031, 5, 0, 20210916, 511 
104934, 31031, 5, 0, 20210917, 511 
104936, 31032, 5, 0, 20210907, 501 
104937, 31032, 5, 0, 20210908, 501 
104938, 31032, 5, 0, 20210909, 501 
104939, 31032, 5, 0, 20210910, 501 
104940, 31032, 5, 0, 20210913, 501 
104941, 31032, 5, 0, 20210914, 501 
104942, 31032, 5, 0, 20210915, 501 
104943, 31032, 5, 0, 20210916, 501 
104944, 31032, 5, 0, 20210917, 501 
104946, 31033, 5, 0, 20210907, 601 
104947, 31033, 5, 0, 20210908, 601 
104948, 31033, 5, 0, 20210909, 601 
104949, 31033, 5, 0, 20210910, 601 
104950, 31033, 5, 0, 20210913, 601 
104951, 31033, 5, 0, 20210914, 601 
104952, 31033, 5, 0, 20210915, 601 
104953, 31033, 5, 0, 20210916, 601 
104954, 31033, 5, 0, 20210917, 601 
104956, 31034, 5, 0, 20210907, 611 
104957, 31034, 5, 0, 20210908, 611 
104958, 31034, 5, 0, 20210909, 611 
104959, 31034, 5, 0, 20210910, 611 
104960, 31034, 5, 0, 20210913, 611 
104961, 31034, 5, 0, 20210914, 611 
104962, 31034, 5, 0, 20210915, 611 
104963, 31034, 5, 0, 20210916, 611 
104964, 31034, 5, 0, 20210917, 611 
104966, 31035, 5, 0, 20210907, 621 
104967, 31035, 5, 0, 20210908, 621 
104968, 31035, 5, 0, 20210909, 621 
104969, 31035, 5, 0, 20210910, 621 
104970, 31035, 5, 0, 20210913, 621 
104971, 31035, 5, 0, 20210914, 621 
104972, 31035, 5, 0, 20210915, 621 
104973, 31035, 5, 0, 20210916, 621 
104974, 31035, 5, 0, 20210917, 621 
104976, 31036, 5, 0, 20210907, 702 
104977, 31036, 5, 0, 20210908, 702 
104978, 31036, 5, 0, 20210909, 702 
104979, 31036, 5, 0, 20210910, 702 
104980, 31036, 5, 0, 20210913, 702 
104981, 31036, 5, 0, 20210914, 702 
104982, 31036, 5, 0, 20210915, 702 
104983, 31036, 5, 0, 20210916, 702 
104984, 31036, 5, 0, 20210917, 702 
104986, 31037, 5, 0, 20210907, 703 
104987, 31037, 5, 0, 20210908, 703 
104988, 31037, 5, 0, 20210909, 703 
104989, 31037, 5, 0, 20210910, 703 
104990, 31037, 5, 0, 20210913, 703 
104991, 31037, 5, 0, 20210914, 703 
104992, 31037, 5, 0, 20210915, 703 
104993, 31037, 5, 0, 20210916, 703 
104994, 31037, 5, 0, 20210917, 703 
104996, 31038, 5, 0, 20210907, 704 
104997, 31038, 5, 0, 20210908, 704 
104998, 31038, 5, 0, 20210909, 704 
104999, 31038, 5, 0, 20210910, 704 
105000, 31038, 5, 0, 20210913, 704 
105001, 31038, 5, 0, 20210914, 704 
105002, 31038, 5, 0, 20210915, 704 
105003, 31038, 5, 0, 20210916, 704 
105004, 31038, 5, 0, 20210917, 704 
107108, 31956, 10, 0, 20210907, 501 
107109, 31956, 10, 0, 20210908, 501 
107110, 31956, 10, 0, 20210909, 501 
107111, 31956, 10, 0, 20210910, 501 
107112, 31956, 10, 0, 20210913, 501 
107113, 31956, 10, 0, 20210914, 501 
107114, 31956, 10, 0, 20210915, 501 
107115, 31956, 10, 0, 20210916, 501 
107116, 31956, 10, 0, 20210917, 501 
107118, 31957, 10, 0, 20210907, 601 
107119, 31957, 10, 0, 20210908, 601 
107120, 31957, 10, 0, 20210909, 601 
107121, 31957, 10, 0, 20210910, 601 
107122, 31957, 10, 0, 20210913, 601 
107123, 31957, 10, 0, 20210914, 601 
107124, 31957, 10, 0, 20210915, 601 
107125, 31957, 10, 0, 20210916, 601 
107126, 31957, 10, 0, 20210917, 601 
107128, 31958, 10, 0, 20210907, 611 
107129, 31958, 10, 0, 20210908, 611 
107130, 31958, 10, 0, 20210909, 611 
107131, 31958, 10, 0, 20210910, 611 
107132, 31958, 10, 0, 20210913, 611 
107133, 31958, 10, 0, 20210914, 611 
107134, 31958, 10, 0, 20210915, 611 
107135, 31958, 10, 0, 20210916, 611 
107136, 31958, 10, 0, 20210917, 611 
107138, 31959, 10, 0, 20210907, 621 
107139, 31959, 10, 0, 20210908, 621 
107140, 31959, 10, 0, 20210909, 621 
107141, 31959, 10, 0, 20210910, 621 
107142, 31959, 10, 0, 20210913, 621 
107143, 31959, 10, 0, 20210914, 621 
107144, 31959, 10, 0, 20210915, 621 
107145, 31959, 10, 0, 20210916, 621 
107146, 31959, 10, 0, 20210917, 621 
107148, 31960, 10, 0, 20210907, 702 
107149, 31960, 10, 0, 20210908, 702 
107150, 31960, 10, 0, 20210909, 702 
107151, 31960, 10, 0, 20210910, 702 
107152, 31960, 10, 0, 20210913, 702 
107153, 31960, 10, 0, 20210914, 702 
107154, 31960, 10, 0, 20210915, 702 
107155, 31960, 10, 0, 20210916, 702 
107156, 31960, 10, 0, 20210917, 702 
107158, 31961, 10, 0, 20210907, 703 
107159, 31961, 10, 0, 20210908, 703 
107160, 31961, 10, 0, 20210909, 703 
107161, 31961, 10, 0, 20210910, 703 
107162, 31961, 10, 0, 20210913, 703 
107163, 31961, 10, 0, 20210914, 703 
107164, 31961, 10, 0, 20210915, 703 
107165, 31961, 10, 0, 20210916, 703 
107166, 31961, 10, 0, 20210917, 703 
107168, 31962, 10, 0, 20210907, 704 
107169, 31962, 10, 0, 20210908, 704 
107170, 31962, 10, 0, 20210909, 704 
107171, 31962, 10, 0, 20210910, 704 
107172, 31962, 10, 0, 20210913, 704 
107173, 31962, 10, 0, 20210914, 704 
107174, 31962, 10, 0, 20210915, 704 
107175, 31962, 10, 0, 20210916, 704 
107176, 31962, 10, 0, 20210917, 704 
107178, 31963, 10, 0, 20210907, 705 
107179, 31963, 10, 0, 20210908, 705 
107180, 31963, 10, 0, 20210909, 705 
107181, 31963, 10, 0, 20210910, 705 
107182, 31963, 10, 0, 20210913, 705 
107183, 31963, 10, 0, 20210914, 705 
107184, 31963, 10, 0, 20210915, 705 
107185, 31963, 10, 0, 20210916, 705 
107186, 31963, 10, 0, 20210917, 705 
107188, 31964, 10, 0, 20210907, 706 
107189, 31964, 10, 0, 20210908, 706 
107190, 31964, 10, 0, 20210909, 706 
107191, 31964, 10, 0, 20210910, 706 
107192, 31964, 10, 0, 20210913, 706 
107193, 31964, 10, 0, 20210914, 706 
107194, 31964, 10, 0, 20210915, 706 
107195, 31964, 10, 0, 20210916, 706 
107196, 31964, 10, 0, 20210917, 706 
115979, 34111, 40, 0, 20210907, 89 
115980, 34111, 40, 0, 20210908, 89 
115981, 34111, 40, 0, 20210909, 89 
115982, 34111, 40, 0, 20210910, 89 
115983, 34111, 40, 0, 20210913, 89 
115984, 34111, 40, 0, 20210914, 89 
115985, 34111, 40, 0, 20210915, 89 
115986, 34111, 40, 0, 20210916, 89 
115987, 34111, 40, 0, 20210917, 89 
