org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time
17220,49,1,20210916,5757,0.22580645161290322,"[3.7154696132596685, 3.461937716262976]","[4.983306643702531, 7.771948477494573]","[1.2678370304428626, 4.310010761231597]"
17220,49,1,20210917,5757,0.16129032258064516,"[3.7154696132596685, 3.461937716262976]","[6.9079431648225595, 6.327880770008096]","[3.192473551562891, 2.86594305374512]"
17221,49,1,20210907,2672,0.18461538461538463,[],[],[]
17221,49,1,20210908,2672,0.13846153846153847,[],[],[]
17221,49,1,20210909,2672,0.13076923076923078,[],[],[]
17221,49,1,20210910,2672,0.18846153846153846,[],[],[]
17221,49,1,20210913,2672,0.20384615384615384,[],[],[]
17221,49,1,20210914,2672,0.17783505154639176,[],[],[]
17221,49,1,20210915,2672,0.21153846153846154,[],[],[]
17221,49,1,20210916,2672,0.24193548387096775,"[3.7154696132596685, 3.461937716262976]","[5.486324095944744, 7.992298529169583]","[1.7708544826850758, 4.530360812906607]"
17221,49,1,20210917,2672,0.1774193548387097,"[3.7154696132596685, 3.461937716262976]","[6.330156139071267, 7.263291555053797]","[2.6146865258115985, 3.8013538387908214]"
17222,49,1,20210907,2670,0.2423076923076923,[],[],[]
17222,49,1,20210908,2670,0.1423076923076923,[],[],[]
17222,49,1,20210909,2670,0.15,[],[],[]
17222,49,1,20210910,2670,0.18846153846153846,[],[],[]
17222,49,1,20210913,2670,0.21923076923076923,[],[],[]
17222,49,1,20210914,2670,0.16494845360824742,[],[],[]
17222,49,1,20210915,2670,0.25769230769230766,[],[],[]
17222,49,1,20210916,2670,0.1774193548387097,"[3.7154696132596685, 3.461937716262976]","[4.623431337389692, 6.664641696894227]","[0.9079617241300237, 3.2027039806312514]"
17222,49,1,20210917,2670,0.1774193548387097,"[3.7154696132596685, 3.461937716262976]","[5.169949100984178, 6.238203060166451]","[1.4544794877245097, 2.776265343903475]"
17223,49,1,20210907,2671,0.2423076923076923,[],[],[]
17223,49,1,20210908,2671,0.11923076923076924,[],[],[]
17223,49,1,20210909,2671,0.16153846153846155,[],[],[]
17223,49,1,20210910,2671,0.21153846153846154,[],[],[]
17223,49,1,20210913,2671,0.19230769230769232,[],[],[]
17223,49,1,20210914,2671,0.17268041237113402,[],[],[]
17223,49,1,20210915,2671,0.23846153846153847,[],[],[]
17223,49,1,20210916,2671,0.25806451612903225,"[3.7154696132596685, 3.461937716262976]","[4.846427217421511, 7.7293570993906675]","[1.1309576041618428, 4.267419383127692]"
17223,49,1,20210917,2671,0.20967741935483872,"[3.7154696132596685, 3.461937716262976]","[4.872054247337521, 6.842020958285462]","[1.156584634077852, 3.3800832420224864]"
17224,49,1,20210907,2500,0.20384615384615384,[],[],[]
17224,49,1,20210908,2500,0.2,[],[],[]
17224,49,1,20210909,2500,0.15384615384615385,[],[],[]
17224,49,1,20210910,2500,0.16153846153846155,[],[],[]
17224,49,1,20210913,2500,0.16538461538461538,[],[],[]
17224,49,1,20210914,2500,0.16494845360824742,[],[],[]
17224,49,1,20210915,2500,0.14615384615384616,[],[],[]
17224,49,1,20210916,2500,0.16129032258064516,"[3.7154696132596685, 3.461937716262976]","[5.502206670382009, 9.526778592372786]","[1.7867370571223402, 6.06484087610981]"
17224,49,1,20210917,2500,0.14516129032258066,"[3.7154696132596685, 3.461937716262976]","[7.288435432483679, 8.125021790874909]","[3.5729658192240104, 4.663084074611933]"
17225,49,1,20210907,3856,0.2,[],[],[]
17225,49,1,20210908,3856,0.0,[],[],[]
17225,49,1,20210909,3856,0.0,[],[],[]
17225,49,1,20210910,3856,0.0,[],[],[]
17225,49,1,20210914,3856,0.0,[],[],[]
17225,49,1,20210916,3856,0.2,[],[],[]
17225,49,1,20210917,3856,0.0,[],[],[]
17226,49,0,20210914,2531,0.2154566744730679,[],[],[]
17227,49,0,20210914,2539,0.22716627634660422,[],[],[]
17228,49,0,20210914,2544,0.22950819672131148,[],[],[]
17229,49,0,20210914,2548,0.21779859484777517,[],[],[]
17230,49,0,20210914,2553,0.19672131147540983,[],[],[]
17231,49,0,20210914,2546,0.26229508196721313,[],[],[]
17232,49,0,20210914,2551,0.2388758782201405,[],[],[]
17233,49,0,20210914,2556,0.22014051522248243,[],[],[]
17234,49,0,20210914,3681,0.23653395784543327,[],[],[]
