,org_row,route_id,direction_id,date,stop_id,punc
0,10758,78,0,20210924,1419,[]
1,10758,78,0,20210927,1419,[]
2,10758,78,0,20210928,1419,[]
3,10758,78,0,20210929,1419,[]
4,10758,78,0,20210930,1419,[]
5,10758,78,0,20211001,1419,[]
6,10758,78,0,20211004,1419,[]
7,10758,78,0,20211005,1419,[]
8,10758,78,0,20211006,1419,[]
9,10758,78,0,20211007,1419,[]
10,10758,78,0,20211008,1419,[]
11,10758,78,0,20211011,1419,[]
12,10758,78,0,20211012,1419,[]
13,10758,78,0,20211013,1419,[]
14,10758,78,0,20211014,1419,[]
15,10758,78,0,20211015,1419,[]
16,10759,78,0,20210924,1403,[]
17,10759,78,0,20210927,1403,[]
18,10759,78,0,20210928,1403,[]
19,10759,78,0,20210929,1403,[]
20,10759,78,0,20210930,1403,[]
21,10759,78,0,20211001,1403,[]
22,10759,78,0,20211004,1403,[]
23,10759,78,0,20211005,1403,[]
24,10759,78,0,20211006,1403,[]
25,10759,78,0,20211007,1403,[]
26,10759,78,0,20211008,1403,[]
27,10759,78,0,20211011,1403,[]
28,10759,78,0,20211012,1403,[]
29,10759,78,0,20211013,1403,[]
30,10759,78,0,20211014,1403,[]
31,10759,78,0,20211015,1403,[]
32,10760,78,0,20210924,3251,[]
33,10760,78,0,20210927,3251,[]
34,10760,78,0,20210928,3251,[]
35,10760,78,0,20210929,3251,[]
36,10760,78,0,20210930,3251,[]
37,10760,78,0,20211001,3251,[]
38,10760,78,0,20211004,3251,[]
39,10760,78,0,20211005,3251,[]
40,10760,78,0,20211006,3251,[]
41,10760,78,0,20211007,3251,[]
42,10760,78,0,20211008,3251,[]
43,10760,78,0,20211011,3251,[]
44,10760,78,0,20211012,3251,[]
45,10760,78,0,20211013,3251,[]
46,10760,78,0,20211014,3251,[]
47,10760,78,0,20211015,3251,[]
48,10761,78,0,20210924,1516,[]
49,10761,78,0,20210927,1516,[]
50,10761,78,0,20210928,1516,[]
51,10761,78,0,20210929,1516,[]
52,10761,78,0,20210930,1516,[]
53,10761,78,0,20211001,1516,[]
54,10761,78,0,20211004,1516,[]
55,10761,78,0,20211005,1516,[]
56,10761,78,0,20211006,1516,[]
57,10761,78,0,20211007,1516,[]
58,10761,78,0,20211008,1516,[]
59,10761,78,0,20211011,1516,[]
60,10761,78,0,20211012,1516,[]
61,10761,78,0,20211013,1516,[]
62,10761,78,0,20211014,1516,[]
63,10761,78,0,20211015,1516,[]
64,10762,78,0,20210924,6451,[]
65,10762,78,0,20210927,6451,[]
66,10762,78,0,20210928,6451,[]
67,10762,78,0,20210929,6451,[]
68,10762,78,0,20210930,6451,[]
69,10762,78,0,20211001,6451,[]
70,10762,78,0,20211004,6451,[]
71,10762,78,0,20211005,6451,[]
72,10762,78,0,20211006,6451,[]
73,10762,78,0,20211007,6451,[]
74,10762,78,0,20211008,6451,[]
75,10762,78,0,20211011,6451,[]
76,10762,78,0,20211012,6451,[]
77,10762,78,0,20211013,6451,[]
78,10762,78,0,20211014,6451,[]
79,10762,78,0,20211015,6451,[]
80,10763,78,0,20210924,1518,[]
81,10763,78,0,20210927,1518,[]
82,10763,78,0,20210928,1518,[]
83,10763,78,0,20210929,1518,[]
84,10763,78,0,20210930,1518,[]
85,10763,78,0,20211001,1518,[]
86,10763,78,0,20211004,1518,[]
87,10763,78,0,20211005,1518,[]
88,10763,78,0,20211006,1518,[]
89,10763,78,0,20211007,1518,[]
90,10763,78,0,20211008,1518,[]
91,10763,78,0,20211011,1518,[]
92,10763,78,0,20211012,1518,[]
93,10763,78,0,20211013,1518,[]
94,10763,78,0,20211014,1518,[]
95,10763,78,0,20211015,1518,[]
96,10764,78,0,20210924,1519,[]
97,10764,78,0,20210927,1519,[]
98,10764,78,0,20210928,1519,[]
99,10764,78,0,20210929,1519,[]
100,10764,78,0,20210930,1519,[]
101,10764,78,0,20211001,1519,[]
102,10764,78,0,20211004,1519,[]
103,10764,78,0,20211005,1519,[]
104,10764,78,0,20211006,1519,[]
105,10764,78,0,20211007,1519,[]
106,10764,78,0,20211008,1519,[]
107,10764,78,0,20211011,1519,[]
108,10764,78,0,20211012,1519,[]
109,10764,78,0,20211013,1519,[]
110,10764,78,0,20211014,1519,[]
111,10764,78,0,20211015,1519,[]
112,10765,78,0,20210924,1520,[]
113,10765,78,0,20210927,1520,[]
114,10765,78,0,20210928,1520,[]
115,10765,78,0,20210929,1520,[]
116,10765,78,0,20210930,1520,[]
117,10765,78,0,20211001,1520,[]
118,10765,78,0,20211004,1520,[]
119,10765,78,0,20211005,1520,[]
120,10765,78,0,20211006,1520,[]
121,10765,78,0,20211007,1520,[]
122,10765,78,0,20211008,1520,[]
123,10765,78,0,20211011,1520,[]
124,10765,78,0,20211012,1520,[]
125,10765,78,0,20211013,1520,[]
126,10765,78,0,20211014,1520,[]
127,10765,78,0,20211015,1520,[]
128,10766,78,0,20210924,1521,[]
129,10766,78,0,20210927,1521,[]
130,10766,78,0,20210928,1521,[]
131,10766,78,0,20210929,1521,[]
132,10766,78,0,20210930,1521,[]
133,10766,78,0,20211001,1521,[]
134,10766,78,0,20211004,1521,[]
135,10766,78,0,20211005,1521,[]
136,10766,78,0,20211006,1521,[]
137,10766,78,0,20211007,1521,[]
138,10766,78,0,20211008,1521,[]
139,10766,78,0,20211011,1521,[]
140,10766,78,0,20211012,1521,[]
141,10766,78,0,20211013,1521,[]
142,10766,78,0,20211014,1521,[]
143,10766,78,0,20211015,1521,[]
144,10767,78,0,20210924,1522,[]
145,10767,78,0,20210927,1522,[]
