org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time,weighted_excess,a_devided_s
34593,15,0,20210915,6651,0.27044025157232704,[],[],[],,0.36477987421383645
34593,15,0,20210916,6651,0.18840579710144928,"[2.842682442941942, 2.906474820143885, 16.5]","[3.391955467304382, 5.3402116481217705, 15.154783333333278]","[0.54927302436244, 2.4337368279778855, -1.3452166666667225]",1.5805579297642902,0.8113207547169812
34593,15,0,20210917,6651,0.21739130434782608,"[2.842682442941942, 2.906474820143885, 16.5]","[3.449788619448625, 4.4177154181873, 0]","[0.607106176506683, 1.5112405980434152, -16.5]",0.760885612401106,0.7610062893081762
34594,15,0,20210907,2851F,0.4426229508196721,"[2.842857142857143, 3.5, 16.5]","[4.234723722837258, 4.815230023974073, 17.037099999999917]","[1.3918665799801153, 1.315230023974073, 0.5370999999999171]",1.324672862519407,0.7701149425287356
34594,15,0,20210908,2851F,0.3081761006289308,[],[],[],,0.42452830188679247
34594,15,0,20210909,2851F,0.29874213836477986,[],[],[],,0.39308176100628933
34594,15,0,20210910,2851F,0.34591194968553457,[],[],[],,0.39308176100628933
34594,15,0,20210913,2851F,0.3081761006289308,[],[],[],,0.42138364779874216
34594,15,0,20210914,2851F,0.3333333333333333,[],[],[],,0.4056603773584906
34594,15,0,20210915,2851F,0.279874213836478,[],[],[],,0.36163522012578614
34594,15,0,20210916,2851F,0.288135593220339,"[2.842857142857143, 3.5027700831024933, 16.5]","[3.5208505422169694, 5.4754910916586335, 14.911574999999964]","[0.6779933993598264, 1.9727210085561402, -1.5884250000000364]",1.4239908297392962,0.8490566037735849
34594,15,0,20210917,2851F,0.1864406779661017,"[2.842857142857143, 3.5027700831024933, 16.5]","[3.10565335367971, 4.457316790051599, 0]","[0.2627962108225672, 0.9545467069491056, -16.5]",0.36514325206497983,0.7987421383647799
34595,15,0,20210907,6654F,0.36065573770491804,"[2.8422189950163474, 3.499844930815287, 16.966666666666665]","[4.0593007836588795, 5.235558810284444, 17.276891666666657]","[1.217081788642532, 1.7357138794691571, 0.310224999999992]",1.501689212303008,0.735632183908046
34595,15,0,20210908,6654F,0.2893081761006289,[],[],[],,0.4056603773584906
34595,15,0,20210909,6654F,0.2861635220125786,[],[],[],,0.36792452830188677
34595,15,0,20210910,6654F,0.29559748427672955,[],[],[],,0.36163522012578614
34595,15,0,20210913,6654F,0.3270440251572327,[],[],[],,0.4088050314465409
34595,15,0,20210914,6654F,0.3081761006289308,[],[],[],,0.39937106918238996
34595,15,0,20210915,6654F,0.29874213836477986,[],[],[],,0.36477987421383645
34595,15,0,20210916,6654F,0.1864406779661017,"[2.8422189950163483, 3.502569223191885, 16.966666666666665]","[3.548413863635174, 4.633626553602056, 15.202583333333314]","[0.7061948686188257, 1.1310573304101714, -1.7640833333333514]",0.9181057367211283,0.8616352201257862
34595,15,0,20210917,6654F,0.22033898305084745,"[2.8422189950163483, 3.502569223191885, 16.966666666666665]","[3.4259827087794004, 4.673153880890502, 0]","[0.583763713763052, 1.1705846576986172, -16.966666666666665]",0.6071511390108305,0.779874213836478
34596,15,0,20210907,6653F,0.39344262295081966,"[2.855414259101386, 3.50255427989445, 16.983333333333334]","[3.952706727776865, 5.929214585611137, 0]","[1.0972924686754792, 2.4266603057166876, -16.983333333333334]",1.4262235804285142,0.6954022988505747
34596,15,0,20210908,6653F,0.27672955974842767,[],[],[],,0.389937106918239
34596,15,0,20210909,6653F,0.29874213836477986,[],[],[],,0.3805031446540881
34596,15,0,20210910,6653F,0.3050314465408805,[],[],[],,0.3490566037735849
34596,15,0,20210913,6653F,0.29245283018867924,[],[],[],,0.39308176100628933
34596,15,0,20210914,6653F,0.2641509433962264,[],[],[],,0.37735849056603776
34596,15,0,20210915,6653F,0.31761006289308175,[],[],[],,0.36477987421383645
34596,15,0,20210916,6653F,0.2542372881355932,"[2.8554142591013867, 3.505239340771261, 16.983333333333334]","[4.1743601915872, 5.72783037278957, 14.96875]","[1.3189459324858137, 2.222591032018309, -2.0145833333333343]",1.80624334047097,0.8238993710691824
34596,15,0,20210917,6653F,0.2033898305084746,"[2.8554142591013867, 3.505239340771261, 16.983333333333334]","[3.995254792367241, 8.797679428462496, 0]","[1.139840533265854, 5.292440087691235, -16.983333333333334]",3.3257455213613403,0.6666666666666666
