,org_row,route_id,direction_id,date,stop_id,punc
0,14534,8,1,20210920,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
1,14534,8,1,20210921,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
2,14534,8,1,20210922,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
3,14534,8,1,20210923,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
4,14534,8,1,20210924,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
5,14534,8,1,20210927,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
6,14534,8,1,20210928,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
7,14534,8,1,20210929,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
8,14534,8,1,20210930,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
9,14534,8,1,20211001,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
10,14534,8,1,20211004,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
11,14534,8,1,20211005,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
12,14534,8,1,20211006,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
13,14534,8,1,20211007,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
14,14534,8,1,20211008,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
15,14534,8,1,20211011,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
16,14534,8,1,20211012,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
17,14534,8,1,20211013,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
18,14534,8,1,20211014,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
19,14534,8,1,20211015,0726,"[[0, 8], [33, 91], [119, 124], [125, 130], [131, 136], [137, 144]]"
20,14535,8,1,20210920,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
21,14535,8,1,20210921,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
22,14535,8,1,20210922,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
23,14535,8,1,20210923,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
24,14535,8,1,20210924,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
25,14535,8,1,20210927,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
26,14535,8,1,20210928,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
27,14535,8,1,20210929,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
28,14535,8,1,20210930,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
29,14535,8,1,20211001,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
30,14535,8,1,20211004,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
31,14535,8,1,20211005,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
32,14535,8,1,20211006,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
33,14535,8,1,20211007,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
34,14535,8,1,20211008,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
35,14535,8,1,20211011,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
36,14535,8,1,20211012,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
37,14535,8,1,20211013,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
38,14535,8,1,20211014,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
39,14535,8,1,20211015,0626,"[[0, 8], [33, 91], [119, 124], [125, 127], [128, 136], [137, 144]]"
