,org_row,route_id,direction_id,date,stop_id,punc
0,34132,41,1,20210901,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
1,34132,41,1,20210902,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
2,34132,41,1,20210903,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
3,34132,41,1,20210906,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
4,34132,41,1,20210907,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
5,34132,41,1,20210908,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
6,34132,41,1,20210909,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
7,34132,41,1,20210910,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
8,34132,41,1,20210913,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
9,34132,41,1,20210914,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
10,34132,41,1,20210915,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
11,34132,41,1,20210916,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
12,34132,41,1,20210917,5523,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
13,34133,41,1,20210901,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
14,34133,41,1,20210902,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
15,34133,41,1,20210903,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
16,34133,41,1,20210906,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
17,34133,41,1,20210907,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
18,34133,41,1,20210908,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
19,34133,41,1,20210909,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
20,34133,41,1,20210910,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
21,34133,41,1,20210913,5524,"[[0, 10], [34, 41], [42, 50], [51, 55], [56, 60], [61, 70], [108, 115], [116, 127], [128, 132], [133, 140]]"
