org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time,weighted_excess,a_devided_s
20990,38,1,20210907,1985B,0.21153846153846154,[6.010416666666667],[10.71819245356571],[4.707775786899043],4.707775786899043,0.847457627118644
20990,38,1,20210908,1985B,0.36538461538461536,[6.010416666666667],[5.990004100968627],[-0.020412565698039842],-0.020412565698039842,0.8813559322033898
20990,38,1,20210909,1985B,0.21153846153846154,[6.010416666666667],[14.5626052589719],[8.552188592305232],8.552188592305232,0.7966101694915254
20990,38,1,20210910,1985B,0.15384615384615385,[6.010416666666667],[6.337071091304613],[0.3266544246379457],0.3266544246379457,0.864406779661017
20990,38,1,20210913,1985B,0.25,[6.010416666666667],[5.920438721041835],[-0.08997794562483197],-0.08997794562483197,0.7288135593220338
20990,38,1,20210914,1985B,0.2692307692307692,[6.010416666666667],[16.459842128817407],[10.449425462150739],10.449425462150739,0.7627118644067796
20990,38,1,20210915,1985B,0.40384615384615385,[6.010416666666667],[5.898685864977147],[-0.11173080168951977],-0.11173080168951977,0.9661016949152542
20990,38,1,20210916,1985B,0.2692307692307692,[6.010416666666667],[6.569548855791897],[0.5591321891252301],0.5591321891252301,0.9491525423728814
20990,38,1,20210917,1985B,0.1346153846153846,[6.010416666666667],[15.21119693147987],[9.200780264813204],9.200780264813204,0.7966101694915254
20991,38,1,20210907,5058,0.2692307692307692,[6.010416666666667],[7.460928404439944],[1.4505117377732768],1.4505117377732768,0.9322033898305084
20991,38,1,20210908,5058,0.21153846153846154,[6.010416666666667],[6.223975572435199],[0.2135589057685321],0.2135589057685321,0.8305084745762712
20991,38,1,20210909,5058,0.23076923076923078,[6.010416666666667],[6.104905224034537],[0.09448855736787021],0.09448855736787021,0.8305084745762712
20991,38,1,20210910,5058,0.11538461538461539,[6.010416666666667],[6.4139569880233624],[0.4035403213566955],0.4035403213566955,0.8135593220338984
20991,38,1,20210913,5058,0.15384615384615385,[6.010416666666667],[6.759840204998853],[0.7494235383321861],0.7494235383321861,0.864406779661017
20991,38,1,20210914,5058,0.21153846153846154,[6.010416666666667],[8.862708433741428],[2.852291767074761],2.852291767074761,0.847457627118644
20991,38,1,20210915,5058,0.2692307692307692,[6.010416666666667],[6.095126489209463],[0.0847098225427958],0.0847098225427958,0.8813559322033898
