org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time
34256,41,1,20210918,5562,0.18518518518518517,"[7.360169235418556, 7.522222222222222]","[9.982446729879756, 11.280033771661989]","[2.6222774944612004, 3.757811549439767]"
34257,40,1,20210911,9557,0.1111111111111111,[7.541666666666667],[41.90782078794541],[34.36615412127875]
34257,40,1,20210918,9557,0.022222222222222223,[7.541666666666667],[29.965678064936583],[22.424011398269915]
34258,40,1,20210911,9575,0.35555555555555557,[7.541666666666667],[14.049797899325183],[6.508131232658516]
34258,40,1,20210918,9575,0.4888888888888889,[7.541666666666667],[11.255504341736343],[3.7138376750696755]
34259,40,1,20210911,9577,0.35555555555555557,[7.541666666666667],[13.90352486942938],[6.361858202762712]
34259,40,1,20210918,9577,0.4,[7.541666666666667],[10.122453585758763],[2.5807869190920956]
34260,40,1,20210911,9578,0.37777777777777777,[7.541666666666667],[24.6774821077854],[17.135815441118734]
34260,40,1,20210918,9578,0.5555555555555556,[7.541666666666667],[14.221319272677722],[6.679652606011055]
34261,40,1,20210911,5655,0.35555555555555557,[7.541666666666667],[12.24810196325939],[4.706435296592724]
34261,40,1,20210918,5655,0.4444444444444444,[7.541666666666667],[10.27575163870261],[2.7340849720359435]
34262,40,1,20210911,5656,0.225,"[7.542080980156158, 9.678217821782178]","[16.296973136439437, 15.391281748593626]","[8.75489215628328, 5.713063926811447]"
34262,40,1,20210918,5656,0.3,"[7.542080980156158, 9.678217821782178]","[9.758523121351887, 14.898940676351536]","[2.2164421411957287, 5.220722854569358]"
34263,40,1,20210911,5657,0.4,"[7.542080980156158, 9.678217821782178]","[16.28701490091874, 17.586328487152034]","[8.744933920762584, 7.908110665369856]"
34263,40,1,20210918,5657,0.45,"[7.542080980156158, 9.678217821782178]","[10.396494794078254, 14.656391322821985]","[2.854413813922096, 4.978173501039807]"
34264,40,1,20210911,5658,0.3,"[7.542498302783435, 9.678217821782178]","[17.740493280374547, 15.424064789868542]","[10.197994977591112, 5.745846968086363]"
34264,40,1,20210918,5658,0.35,"[7.542498302783435, 9.678217821782178]","[19.27945985523505, 14.344031099825617]","[11.736961552451614, 4.665813278043439]"
34265,40,1,20210911,5659,0.325,"[7.555150668698155, 9.678217821782178]","[18.49627374525345, 8.68279241026678]","[10.941123076555296, -0.9954254115153987]"
34265,40,1,20210918,5659,0.375,"[7.555150668698155, 9.678217821782178]","[10.762074383454465, 9.862019206429402]","[3.20692371475631, 0.1838013846472233]"
34266,40,1,20210911,5555,0.35,"[7.555401662049862, 9.678217821782178]","[14.744675887372185, 9.415298382008356]","[7.189274225322324, -0.2629194397738228]"
34266,40,1,20210918,5555,0.425,"[7.555401662049862, 9.678217821782178]","[8.926609711356638, 9.193403595312986]","[1.3712080493067766, -0.4848142264691919]"
34267,40,1,20210911,5556,0.4358974358974359,"[7.538966037136961, 9.678217821782178, 9.109375]","[14.327375335608233, 9.981649999999961, 14.429470681178985]","[6.788409298471271, 0.3034321782177827, 5.3200956811789855]"
34267,40,1,20210918,5556,0.3333333333333333,"[7.538966037136961, 9.678217821782178, 9.109375]","[12.316551065906996, 9.211920192645184, 6.7824501261337025]","[4.7775850287700345, -0.466297629136994, -2.3269248738662975]"
34268,40,1,20210911,5562,0.17391304347826086,[7.434141232794735],[10.969083234176233],[3.5349420013814985]
34268,40,1,20210918,5562,0.391304347826087,[7.434141232794735],[11.786717671032052],[4.3525764382373175]
34269,40,1,20210911,5272F,0.0,[],[],[]
34269,40,1,20210918,5272F,0.25,[],[],[]
34426,41,0,20210912,0089,0.05454545454545454,[],[],[]
34427,41,0,20210912,5501,0.8,[],[],[]
34428,41,0,20210912,5502,0.7454545454545455,[],[],[]
34429,41,0,20210912,5503,0.6,[],[],[]
34430,41,0,20210912,5504,0.7272727272727273,[],[],[]
34431,41,0,20210912,5281G,0.5272727272727272,[],[],[]
34432,41,0,20210912,5507,0.3684210526315789,[],[],[]
34433,41,0,20210912,5508,0.42105263157894735,[],[],[]
34434,41,0,20210912,5509,0.3684210526315789,[],[],[]
34435,41,0,20210912,5510,0.3333333333333333,[],[],[]
34436,41,0,20210912,5512,0.3508771929824561,[],[],[]
34437,41,0,20210912,6474F,0.25,[8.738648363252375],[13.592575334884957],[4.853926971632582]
34438,41,0,20210912,5529,0.4375,[10.04394299287411],[21.08866244487797],[11.044719452003859]
34439,41,0,20210912,5532,0.5625,[10.04394299287411],[15.62196749638302],[5.57802450350891]
34440,41,0,20210912,5515,0.375,[10.04394299287411],[17.296567559906315],[7.252624567032205]
34441,41,0,20210912,5516,0.4375,[10.04394299287411],[17.31811843550146],[7.274175442627351]
34442,41,0,20210912,5517,0.375,[10.04394299287411],[14.685808668397394],[4.6418656755232846]
34443,41,0,20210912,5518,0.3125,[10.04394299287411],[12.205114518458641],[2.161171525584532]
34444,41,0,20210912,5519,0.5,[10.04394299287411],[13.731465235341346],[3.687522242467237]
34445,41,0,20210912,5520F,0.1875,[10.04394299287411],[31.605076566295512],[21.5611335734214]
34446,40,0,20210912,0089,0.16363636363636364,[],[],[]
34447,40,0,20210912,5501,0.7818181818181819,[],[],[]
34448,40,0,20210912,5502,0.8,[],[],[]
34449,40,0,20210912,5503,0.6,[],[],[]
34450,40,0,20210912,5504,0.6727272727272727,[],[],[]
34451,40,0,20210912,5281G,0.45454545454545453,[],[],[]
34452,40,0,20210912,5507,0.3584905660377358,[10.42],[10.583883521695492],[0.16388352169549236]
34453,40,0,20210912,5508,0.32075471698113206,[10.42],[9.20032156618245],[-1.2196784338175508]
34454,40,0,20210912,5601,0.33962264150943394,[10.42],[0.7936166666666699],[-9.62638333333333]
34455,40,0,20210912,5602,0.33962264150943394,[10.42],[0.791066666666696],[-9.628933333333304]
34456,40,0,20210912,5603,0.2641509433962264,[10.42],[37.5],[27.08]
34457,40,0,20210912,5604,0.22641509433962265,[10.42],[9.995241666666667],[-0.4247583333333331]
34458,40,0,20210912,5605,0.33962264150943394,[10.42],[9.425370122807156],[-0.9946298771928443]
34459,40,0,20210912,9551,0.2,[10.065567788054896],[20.697258909941944],[10.631691121887048]
34460,40,0,20210912,9553,0.2,[10.065273071067237],[15.71838970167205],[5.6531166306048135]
34461,40,0,20210912,9552,0.8,[10.064979426226378],[18.80834474888352],[8.743365322657143]
34462,40,0,20210912,9556,0.6666666666666666,[10.036585365853659],[8.61381181915824],[-1.422773546695419]
34463,40,1,20210912,9557,0.14705882352941177,"[10.00625, 9.994809688581315]","[80.0, 20.348108333333343]","[69.99375, 10.353298644752028]"
34464,40,1,20210912,9575,0.5,"[10.00625, 9.994809688581315]","[16.793227014767144, 11.783871651475444]","[6.786977014767144, 1.789061962894129]"
34465,40,1,20210912,9577,0.29411764705882354,"[10.00625, 9.994809688581315]","[16.697187503205395, 15.087297459371959]","[6.6909375032053955, 5.092487770790644]"
34466,40,1,20210912,9578,0.38235294117647056,"[10.00625, 9.994809688581315]","[25.786187913538768, 14.119596582418493]","[15.779937913538769, 4.124786893837179]"
34467,40,1,20210912,5655,0.2647058823529412,"[10.00625, 9.994809688581315]","[15.01738424851553, 14.541204006634272]","[5.01113424851553, 4.546394318052958]"
34468,40,1,20210912,5656,0.20588235294117646,"[10.00625, 9.993542123274501]","[16.64692930610049, 16.44797644785426]","[6.640679306100489, 6.454434324579758]"
34469,40,1,20210912,5657,0.38235294117647056,"[10.00625, 9.993542123274501]","[24.640715049694613, 17.653989924885824]","[14.634465049694613, 7.660447801611323]"
34470,40,1,20210912,5658,0.4411764705882353,"[10.00625, 9.992278111059838]","[24.664621811377106, 11.534342898819553]","[14.658371811377107, 1.5420647877597151]"
34471,40,1,20210912,5659,0.3235294117647059,"[10.00625, 9.958914896900257]","[18.265534145775288, 18.48877682443719]","[8.259284145775288, 8.529861927536931]"
34472,40,1,20210912,5555,0.4594594594594595,"[9.799270072992702, 9.915730337078651]","[23.114113025390047, 16.65951545117764]","[13.314842952397345, 6.743785114098989]"
34473,40,1,20210912,5556,0.35135135135135137,"[9.799270072992702, 9.915730337078651]","[13.0806462520465, 81.04711205138094]","[3.281376179053799, 71.13138171430228]"
34474,40,1,20210912,5273F,0.39473684210526316,"[9.799270072992702, 10.184426229508198]","[16.737729627900247, 12.120624325405478]","[6.938459554907546, 1.9361980958972804]"
34475,40,1,20210912,5559,0.18421052631578946,"[9.799270072992702, 10.184426229508198]","[16.70841582936642, 15.989653860559436]","[6.909145756373718, 5.805227631051238]"
34476,40,1,20210912,5560,0.3157894736842105,"[9.799270072992702, 10.184426229508198]","[39.82938333333332, 12.131724992358807]","[30.030113260340617, 1.9472987628506093]"
34477,40,1,20210912,5561F,0.34210526315789475,"[9.799270072992702, 10.184426229508198]","[30.48595943451851, 24.151164462908373]","[20.686689361525808, 13.966738233400175]"
34478,40,1,20210912,5531,0.18181818181818182,[259.5354767184036],[13.942531392960603],[-245.59294532544297]
34479,40,1,20210912,0089,0.15789473684210525,"[9.86231884057971, 10.133744855967079]","[7.631120526457123, 7.085902110268538]","[-2.2311983141225875, -3.0478427456985404]"
34480,41,1,20210912,5528F,0.21428571428571427,"[10.02012882447665, 10.015625]","[10.353448835944116, 7.110908637508577]","[0.3333200114674657, -2.904716362491423]"
34481,41,1,20210912,5521,0.42857142857142855,"[10.02012882447665, 10.015625]","[24.338300893789285, 16.167359519063208]","[14.318172069312634, 6.151734519063208]"
34482,41,1,20210912,5522,0.5,"[10.02012882447665, 10.015625]","[14.07970863566104, 19.22303708580818]","[4.05957981118439, 9.20741208580818]"
34483,41,1,20210912,5523,0.5714285714285714,"[10.02012882447665, 10.015625]","[11.984851267934552, 14.286774895014808]","[1.9647224434579016, 4.271149895014808]"
34484,41,1,20210912,5524,0.5,"[10.02012882447665, 10.01484525902294]","[16.471414487968353, 18.459691846696504]","[6.451285663491703, 8.444846587673565]"
34485,41,1,20210912,5525,0.5714285714285714,"[10.02012882447665, 10.01328872826724]","[14.75955259065509, 12.983063956193542]","[4.73942376617844, 2.969775227926302]"
34486,41,1,20210912,5533,0.5714285714285714,"[10.02012882447665, 10.01251193887297]","[17.34624757939159, 9.78385348937396]","[7.3261187549149405, -0.22865844949900982]"
34487,41,1,20210912,5530,0.35714285714285715,"[10.02012882447665, 9.971309609393723]","[13.620386399840974, 9.787402532682297]","[3.6002575753643242, -0.18390707671142614]"
34488,41,1,20210912,6475F,0.21428571428571427,"[10.02012882447665, 9.970588235294118]","[11.427192925796536, 11.678984151920112]","[1.407064101319886, 1.708395916625994]"
34489,41,1,20210912,5551,0.42857142857142855,"[10.02012882447665, 9.970588235294118]","[12.77597641625802, 14.729100963786294]","[2.75584759178137, 4.758512728492176]"
34490,41,1,20210912,5553,0.42105263157894735,"[10.020611704506827, 9.883116883116884]","[14.249132213150823, 18.167640446412797]","[4.228520508643996, 8.284523563295913]"
34491,41,1,20210912,5554,0.42105263157894735,"[10.034570705040597, 9.883116883116884]","[13.447097551293195, 11.158999124445756]","[3.4125268462525984, 1.2758822413288726]"
34492,41,1,20210912,5555,0.29411764705882354,"[10.006060606060606, 9.883116883116884]","[16.73249825921497, 12.469577871676124]","[6.726437653154365, 2.5864609885592404]"
34493,41,1,20210912,5556,0.47058823529411764,"[10.006060606060606, 9.883116883116884]","[23.133277342094292, 22.134060103441293]","[13.127216736033686, 12.250943220324409]"
34494,41,1,20210912,5273F,0.2222222222222222,"[10.006060606060606, 10.12962962962963]","[12.75539845973053, 10.223135667413363]","[2.7493378536699247, 0.09350603778373312]"
34495,41,1,20210912,5559,0.2777777777777778,"[10.006060606060606, 10.12962962962963]","[12.273585217522626, 10.106661080348703]","[2.2675246114620204, -0.022968549280927064]"
34496,41,1,20210912,5560,0.2222222222222222,"[10.006060606060606, 10.12962962962963]","[18.042003335058084, 16.427809777334296]","[8.035942728997478, 6.298180147704667]"
34497,41,1,20210912,5561F,0.3333333333333333,"[10.006060606060606, 10.12962962962963]","[12.32078813552436, 10.139622592865754]","[2.314727529463754, 0.009992963236124197]"
34498,41,1,20210912,5531,0.3,[10.094594594594595],[9.958076807510487],[-0.13651778708410767]
34499,41,1,20210912,0089,0.24074074074074073,[],[],[]
34500,40,1,20210912,5562,0.4444444444444444,[9.920168067226891],[9.608733333333355],[-0.3114347338935364]
34501,41,1,20210912,5562,-1.0,[9.9717868338558],[12.544254062715291],[2.572467228859491]
34502,41,1,20210912,5272F,0.25,[],[],[]
34503,40,1,20210912,5272F,0.3333333333333333,[],[],[]
34583,15,0,20210907,5010,0.25925925925925924,"[2.963963963963964, 3.5523415977961434, 16.5]","[3.9455127199712874, 5.162545524412759, 15.75024999999999]","[0.9815487560073235, 1.6102039266166157, -0.7497500000000095]"
34583,15,0,20210908,5010,0.4056603773584906,[],[],[]
34583,15,0,20210909,5010,0.4371069182389937,[],[],[]
34583,15,0,20210910,5010,0.3867924528301887,[],[],[]
34583,15,0,20210913,5010,0.33647798742138363,[],[],[]
34583,15,0,20210914,5010,0.36792452830188677,[],[],[]
34583,15,0,20210915,5010,0.3238993710691824,[],[],[]
34583,15,0,20210916,5010,0.22807017543859648,"[2.963963963963964, 2.898576512455516, 7.182539682539683, 16.5]","[3.23641186100559, 5.231000037803615, 7.45441270380734, 1.027433333333344]","[0.272447897041626, 2.332423525348099, 0.2718730212676572, -15.472566666666657]"
34583,15,0,20210917,5010,0.2807017543859649,"[2.963963963963964, 2.898576512455516, 7.182539682539683, 16.5]","[3.8585956678050133, 5.707691312865267, 13.432560944793636, 16.427883333333376]","[0.8946317038410494, 2.8091148004097506, 6.250021262253953, -0.07211666666662353]"
34584,15,0,20210907,2869,0.2777777777777778,"[2.963963963963964, 3.5523415977961434, 16.5]","[3.7655630319438007, 5.026048467521266, 15.745983333333303]","[0.8015990679798368, 1.473706869725123, -0.754016666666697]"
