,org_row,route_id,direction_id,date,stop_id,punc
0,8983,59,1,20210920,2908,"[[31, 50], [105, 109], [110, 116]]"
1,8983,59,1,20210921,2908,"[[31, 50], [105, 109], [110, 116]]"
2,8983,59,1,20210922,2908,"[[0, 236]]"
3,8983,59,1,20210923,2908,"[[0, 236]]"
4,8983,59,1,20210924,2908,"[[0, 236]]"
5,8983,59,1,20210927,2908,"[[0, 236]]"
6,8983,59,1,20210928,2908,"[[0, 236]]"
7,8983,59,1,20210929,2908,"[[0, 236]]"
8,8983,59,1,20210930,2908,"[[31, 50], [105, 109], [110, 116]]"
9,8983,59,1,20211001,2908,"[[31, 50], [105, 109], [110, 116]]"
10,8984,59,1,20210920,3176,"[[31, 50], [105, 109], [110, 116]]"
11,8984,59,1,20210921,3176,"[[31, 50], [105, 109], [110, 116]]"
12,8984,59,1,20210922,3176,"[[0, 236]]"
13,8984,59,1,20210923,3176,"[[0, 236]]"
14,8984,59,1,20210924,3176,"[[0, 236]]"
15,8984,59,1,20210927,3176,"[[0, 236]]"
16,8984,59,1,20210928,3176,"[[0, 236]]"
17,8984,59,1,20210929,3176,"[[0, 236]]"
18,8984,59,1,20210930,3176,"[[31, 50], [105, 109], [110, 116]]"
19,8984,59,1,20211001,3176,"[[31, 50], [105, 109], [110, 116]]"
20,8985,59,1,20210920,5362,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
21,8985,59,1,20210921,5362,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
22,8985,59,1,20210922,5362,"[[0, 220]]"
23,8985,59,1,20210923,5362,"[[0, 220]]"
24,8985,59,1,20210924,5362,"[[0, 220]]"
25,8985,59,1,20210927,5362,"[[0, 220]]"
26,8985,59,1,20210928,5362,"[[0, 220]]"
27,8985,59,1,20210929,5362,"[[0, 220]]"
28,8985,59,1,20210930,5362,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
29,8985,59,1,20211001,5362,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
30,8986,59,1,20210920,5045,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
31,8986,59,1,20210921,5045,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
32,8986,59,1,20210922,5045,"[[0, 220]]"
33,8986,59,1,20210923,5045,"[[0, 220]]"
34,8986,59,1,20210924,5045,"[[0, 220]]"
35,8986,59,1,20210927,5045,"[[0, 220]]"
36,8986,59,1,20210928,5045,"[[0, 220]]"
37,8986,59,1,20210929,5045,"[[0, 220]]"
38,8986,59,1,20210930,5045,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
39,8986,59,1,20211001,5045,"[[34, 44], [45, 52], [104, 109], [110, 112]]"
40,8987,59,1,20210920,3207,"[[34, 44], [45, 52], [53, 56], [57, 61], [104, 109], [110, 112]]"
41,8987,59,1,20210921,3207,"[[34, 44], [45, 52], [53, 56], [57, 61], [104, 109], [110, 112]]"
42,8987,59,1,20210922,3207,"[[0, 220]]"
43,8987,59,1,20210923,3207,"[[0, 220]]"
44,8987,59,1,20210924,3207,"[[0, 220]]"
45,8987,59,1,20210927,3207,"[[0, 220]]"
