,org_row,route_id,direction_id,date,stop_id,punc
0,17954,52,0,20210902,2565,"[[0, 228]]"
1,17954,52,0,20210903,2565,"[[0, 228]]"
2,17954,52,0,20210906,2565,"[[0, 228]]"
3,17954,52,0,20210907,2565,"[[0, 228]]"
4,17954,52,0,20210908,2565,"[[0, 228]]"
5,17954,52,0,20210909,2565,"[[0, 228]]"
6,17954,52,0,20210910,2565,"[[0, 228]]"
7,17954,52,0,20210913,2565,"[[0, 228]]"
8,17954,52,0,20210914,2565,"[[0, 228]]"
9,17954,52,0,20210915,2565,"[[0, 228]]"
10,17954,52,0,20210916,2565,"[[0, 3], [4, 9], [31, 35], [36, 42], [43, 60], [94, 105], [106, 112]]"
11,17954,52,0,20210917,2565,"[[0, 3], [4, 9], [31, 35], [36, 42], [43, 60], [94, 105], [106, 112]]"
12,17955,52,0,20210902,2566B,"[[0, 228]]"
13,17955,52,0,20210903,2566B,"[[0, 228]]"
14,17955,52,0,20210906,2566B,"[[0, 228]]"
15,17955,52,0,20210907,2566B,"[[0, 228]]"
16,17955,52,0,20210908,2566B,"[[0, 228]]"
17,17955,52,0,20210909,2566B,"[[0, 228]]"
18,17955,52,0,20210910,2566B,"[[0, 228]]"
19,17955,52,0,20210913,2566B,"[[0, 228]]"
20,17955,52,0,20210914,2566B,"[[0, 228]]"
21,17955,52,0,20210915,2566B,"[[0, 228]]"
22,17955,52,0,20210916,2566B,"[[0, 3], [4, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
23,17955,52,0,20210917,2566B,"[[0, 3], [4, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
24,17956,52,0,20210902,2567,"[[0, 228]]"
25,17956,52,0,20210903,2567,"[[0, 228]]"
26,17956,52,0,20210906,2567,"[[0, 228]]"
27,17956,52,0,20210907,2567,"[[0, 228]]"
28,17956,52,0,20210908,2567,"[[0, 228]]"
29,17956,52,0,20210909,2567,"[[0, 228]]"
30,17956,52,0,20210910,2567,"[[0, 228]]"
31,17956,52,0,20210913,2567,"[[0, 228]]"
32,17956,52,0,20210914,2567,"[[0, 228]]"
33,17956,52,0,20210915,2567,"[[0, 228]]"
34,17956,52,0,20210916,2567,"[[0, 3], [4, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
35,17956,52,0,20210917,2567,"[[0, 3], [4, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
36,17957,52,0,20210902,2568,"[[0, 228]]"
37,17957,52,0,20210903,2568,"[[0, 228]]"
38,17957,52,0,20210906,2568,"[[0, 228]]"
39,17957,52,0,20210907,2568,"[[0, 228]]"
40,17957,52,0,20210908,2568,"[[0, 228]]"
41,17957,52,0,20210909,2568,"[[0, 228]]"
42,17957,52,0,20210910,2568,"[[0, 228]]"
43,17957,52,0,20210913,2568,"[[0, 228]]"
44,17957,52,0,20210914,2568,"[[0, 228]]"
45,17957,52,0,20210915,2568,"[[0, 228]]"
46,17957,52,0,20210916,2568,"[[0, 3], [4, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
47,17957,52,0,20210917,2568,"[[0, 3], [4, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
48,17958,52,0,20210902,2569,"[[0, 228]]"
49,17958,52,0,20210903,2569,"[[0, 228]]"
50,17958,52,0,20210906,2569,"[[0, 228]]"
51,17958,52,0,20210907,2569,"[[0, 228]]"
52,17958,52,0,20210908,2569,"[[0, 228]]"
53,17958,52,0,20210909,2569,"[[0, 228]]"
54,17958,52,0,20210910,2569,"[[0, 228]]"
55,17958,52,0,20210913,2569,"[[0, 228]]"
56,17958,52,0,20210914,2569,"[[0, 228]]"
57,17958,52,0,20210915,2569,"[[0, 228]]"
58,17958,52,0,20210916,2569,"[[0, 4], [5, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
59,17958,52,0,20210917,2569,"[[0, 4], [5, 9], [35, 42], [43, 60], [94, 105], [106, 112]]"
60,17959,52,0,20210902,2570,"[[0, 228]]"
61,17959,52,0,20210903,2570,"[[0, 228]]"
62,17959,52,0,20210906,2570,"[[0, 228]]"
63,17959,52,0,20210907,2570,"[[0, 228]]"
64,17959,52,0,20210908,2570,"[[0, 228]]"
65,17959,52,0,20210909,2570,"[[0, 228]]"
66,17959,52,0,20210910,2570,"[[0, 228]]"
67,17959,52,0,20210913,2570,"[[0, 228]]"
68,17959,52,0,20210914,2570,"[[0, 228]]"
69,17959,52,0,20210915,2570,"[[0, 228]]"
70,17959,52,0,20210916,2570,"[[0, 4], [5, 9], [35, 42], [43, 60], [95, 97], [98, 104], [105, 112]]"
71,17959,52,0,20210917,2570,"[[0, 4], [5, 9], [35, 42], [43, 60], [95, 97], [98, 104], [105, 112]]"
72,17960,52,0,20210902,2571,"[[0, 228]]"
73,17960,52,0,20210903,2571,"[[0, 228]]"
74,17960,52,0,20210906,2571,"[[0, 228]]"
75,17960,52,0,20210907,2571,"[[0, 228]]"
76,17960,52,0,20210908,2571,"[[0, 228]]"
77,17960,52,0,20210909,2571,"[[0, 228]]"
78,17960,52,0,20210910,2571,"[[0, 228]]"
79,17960,52,0,20210913,2571,"[[0, 228]]"
80,17960,52,0,20210914,2571,"[[0, 228]]"
81,17960,52,0,20210915,2571,"[[0, 228]]"
82,17960,52,0,20210916,2571,"[[0, 4], [5, 9], [35, 42], [43, 60], [95, 97], [98, 104], [105, 112]]"
83,17960,52,0,20210917,2571,"[[0, 4], [5, 9], [35, 42], [43, 60], [95, 97], [98, 104], [105, 112]]"
84,17961,52,0,20210902,2572,"[[0, 228]]"
85,17961,52,0,20210903,2572,"[[0, 228]]"
86,17961,52,0,20210906,2572,"[[0, 228]]"
87,17961,52,0,20210907,2572,"[[0, 228]]"
88,17961,52,0,20210908,2572,"[[0, 228]]"
89,17961,52,0,20210909,2572,"[[0, 228]]"
90,17961,52,0,20210910,2572,"[[0, 228]]"
91,17961,52,0,20210913,2572,"[[0, 228]]"
92,17961,52,0,20210914,2572,"[[0, 228]]"
93,17961,52,0,20210915,2572,"[[0, 228]]"
94,17961,52,0,20210916,2572,"[[0, 4], [5, 9], [35, 42], [43, 60], [95, 97], [98, 104], [105, 112]]"
