org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time,weighted_excess,a_devided_s
34116,40,1,20210914,5655,0.358974358974359,"[3.251552795031056, 3.087719298245614]","[4.9516949124338, 4.715558797029539]","[1.7001421174027445, 1.627839498783925]",1.6574178427643511,0.7928571428571428
34116,40,1,20210915,5655,0.3076923076923077,"[3.251552795031056, 3.087719298245614]","[4.5292530524982135, 5.196416136807773]","[1.2777002574671577, 2.1086968385621594]",1.768743691750568,0.7214285714285714
34116,40,1,20210916,5655,0.20512820512820512,"[3.251552795031056, 3.087719298245614]","[4.150220562022379, 5.807761844579632]","[0.898667766991323, 2.7200425463340183]",1.9749346820574611,0.7428571428571429
34116,40,1,20210917,5655,0.32051282051282054,"[3.251552795031056, 3.087719298245614]","[5.701706993682396, 6.839911350756372]","[2.4501541986513398, 3.7521920525107584]",3.2195402032046325,0.6785714285714286
34117,40,1,20210907,5656,0.2692307692307692,"[3.2527461533153934, 3.087719298245614]","[4.010646685617008, 5.2670265701019225]","[0.7579005323016146, 2.1793072718563087]",1.597822696583934,0.6857142857142857
34117,40,1,20210908,5656,0.21794871794871795,"[3.2527461533153934, 3.087719298245614]","[8.928410015608007, 9.179926155497636]","[5.675663862292613, 6.092206857252022]",5.921802904768628,0.5428571428571428
34117,40,1,20210909,5656,0.1794871794871795,"[3.2527461533153934, 3.087719298245614]","[4.4838286718966565, 6.446413324325861]","[1.231082518581263, 3.358694026080247]",2.488307500285208,0.5714285714285714
34117,40,1,20210910,5656,0.3333333333333333,"[3.2527461533153934, 3.087719298245614]","[5.031516580629255, 4.8647151859104785]","[1.7787704273138614, 1.7769958876648646]",1.7777218357030906,0.6642857142857143
34117,40,1,20210913,5656,0.28205128205128205,"[3.2527461533153934, 3.087719298245614]","[4.777435816301952, 4.438670640325108]","[1.5246896629865585, 1.3509513420794939]",1.422026109723293,0.6785714285714286
34117,40,1,20210914,5656,0.32051282051282054,"[3.2527461533153934, 3.087719298245614]","[5.589147976742972, 5.667893249279351]","[2.336401823427579, 2.5801739510337374]",2.480448989740309,0.5928571428571429
34117,40,1,20210915,5656,0.3076923076923077,"[3.2527461533153934, 3.087719298245614]","[4.697072299115684, 7.711564286300391]","[1.4443261458002903, 4.623844988054777]",3.323132734405214,0.65
