org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time,weighted_excess,a_devided_s
35322,42,1,20210909,6808G,0.208955223880597,"[3.0289322016137485, 3.0556388505293617]","[4.395771200189852, 4.602676413462423]","[1.3668389985761036, 1.5470375629330615]",1.4757089645417656,0.8050314465408805
35322,42,1,20210910,6808G,0.1791044776119403,"[3.0289322016137485, 3.0556388505293617]","[6.115982630078387, 7.416368953237248]","[3.087050428464638, 4.360730102707886]",3.856565231653267,0.6792452830188679
35322,42,1,20210913,6808G,0.417910447761194,"[3.0289322016137485, 3.0556388505293617]","[8.101252663058798, 5.951827061038364]","[5.072320461445049, 2.8961882105090027]",3.7575738931711875,0.7547169811320755
35322,42,1,20210914,6808G,0.2145214521452145,[1.5560576293385722],[5.026518308269846],[3.470460678931274],3.4704606789312735,0.34185303514376997
35322,42,1,20210915,6808G,0.11940298507462686,"[3.0289322016137485, 3.0556388505293617]","[5.295101290909586, 6.188927317234386]","[2.2661690892958375, 3.1332884667050243]",2.790053713147221,0.7169811320754716
35322,42,1,20210916,6808G,0.26865671641791045,"[3.0289322016137485, 3.0556388505293617]","[4.039243811782739, 8.504182910701099]","[1.0103116101689902, 5.448544060171737]",3.691743715378983,0.7924528301886793
35322,42,1,20210917,6808G,0.208955223880597,"[3.0289322016137485, 3.0556388505293617]","[3.6985549357198435, 6.441090021287602]","[0.669622734106095, 3.38545117075824]",2.3104357479167663,0.7484276729559748
35323,42,1,20210907,2217F,0.208955223880597,"[3.039906103286385, 3.048961424332344]","[4.719468485230315, 4.490381516699454]","[1.6795623819439296, 1.4414200923671099]",1.5356847486579344,0.7924528301886793
35323,42,1,20210908,2217F,0.26865671641791045,"[3.039906103286385, 3.048961424332344]","[4.901657229906877, 5.457997509653751]","[1.8617511266204918, 2.409036085321407]",2.192402455835628,0.8364779874213837
35323,42,1,20210909,2217F,0.26865671641791045,"[3.039906103286385, 3.048961424332344]","[4.930373095508452, 4.813854027769031]","[1.8904669922220672, 1.7648926034366865]",1.8145991323308994,0.7861635220125787
35323,42,1,20210910,2217F,0.16417910447761194,"[3.039906103286385, 3.048961424332344]","[5.416157663646342, 7.614966684139248]","[2.3762515603599574, 4.566005259806904]",3.699227753775821,0.6477987421383647
35323,42,1,20210913,2217F,0.34328358208955223,"[3.039906103286385, 3.048961424332344]","[6.316445715889117, 5.478684595263797]","[3.2765396126027317, 2.4297231709314526]",2.7649213457596673,0.779874213836478
35323,42,1,20210914,2217F,0.22772277227722773,[1.5303030303030303],[5.632110737889804],[4.101807707586774],4.101807707586774,0.3769968051118211
35323,42,1,20210915,2217F,0.1044776119402985,"[3.039906103286385, 3.048961424332344]","[7.259064141747738, 6.621135322212671]","[4.219158038461353, 3.5721738978803272]",3.8282717868603164,0.6666666666666666
35323,42,1,20210916,2217F,0.19402985074626866,"[3.039906103286385, 3.048961424332344]","[4.140372699759711, 9.688917484859466]","[1.1004665964733258, 6.639956060527123]",4.447241481005828,0.7735849056603774
35323,42,1,20210917,2217F,0.1791044776119403,"[3.039906103286385, 3.048961424332344]","[3.7141501105022976, 5.506835523746387]","[0.6742440072159126, 2.457874099414043]",1.7518538545856164,0.7610062893081762
35324,42,1,20210907,2218F,0.23880597014925373,"[3.0640403489640127, 3.0485255807818503]","[4.25751877389621, 4.8383169151201635]","[1.1934784249321977, 1.7897913343383132]",1.5537508076983926,0.8113207547169812
35324,42,1,20210908,2218F,0.2835820895522388,"[3.0640403489640127, 3.0485255807818503]","[5.52042507292746, 5.081246697532006]","[2.4563847239634473, 2.0327211167501553]",2.2004212946054165,0.7987421383647799
35324,42,1,20210909,2218F,0.2835820895522388,"[3.0640403489640127, 3.0485255807818503]","[4.501430274111314, 5.611113022352301]","[1.4373899251473015, 2.5625874415704506]",2.1171967579862874,0.779874213836478
35324,42,1,20210910,2218F,0.13432835820895522,"[3.0640403489640127, 3.0485255807818503]","[5.737146152765438, 8.02648251655585]","[2.673105803801425, 4.9779569357739994]",4.065620029368189,0.6540880503144654
35324,42,1,20210913,2218F,0.34328358208955223,"[3.0640403489640127, 3.0485255807818503]","[6.179844655558038, 6.384938947177054]","[3.1158043065940255, 3.336413366395204]",3.2490889468905704,0.7861635220125787
35324,42,1,20210914,2218F,0.0,"[3.4022896269674057, 3.0485255807818503]","[9.177750000000014, 168.475]","[5.775460373032608, 165.42647441921815]",93.96363956044938,0.012345679012345678
35324,42,1,20210915,2218F,0.13432835820895522,"[3.0640403489640127, 3.0485255807818503]","[6.423010895159767, 5.4904447459935675]","[3.3589705461957546, 2.441919165211717]",2.804918670184565,0.710691823899371
35324,42,1,20210916,2218F,0.22388059701492538,"[3.0640403489640127, 3.0485255807818503]","[4.274905222733191, 9.659978783924354]","[1.2108648737691787, 6.611453203142503]",4.473720322765562,0.7672955974842768
35324,42,1,20210917,2218F,0.16417910447761194,"[3.0640403489640127, 3.0485255807818503]","[3.4745665138197177, 5.503575788576255]","[0.41052616485570503, 2.4550502077944043]",1.6457594407978358,0.7672955974842768
35325,42,1,20210907,6809F,0.19402985074626866,"[3.056625395836578, 3.041625332738125]","[4.29138730553593, 4.536239393987443]","[1.234761909699352, 1.494614061249318]",1.3917559179274566,0.8427672955974843
35325,42,1,20210908,6809F,0.26865671641791045,"[3.056625395836578, 3.041625332738125]","[5.017579895158149, 4.997043461175426]","[1.9609544993215708, 1.9554181284373016]",1.9576096085789914,0.7987421383647799
35325,42,1,20210909,6809F,0.23880597014925373,"[3.056625395836578, 3.041625332738125]","[4.926301823908421, 5.289478044017409]","[1.869676428071843, 2.2478527112792843]",2.098157932509672,0.7610062893081762
35325,42,1,20210910,6809F,0.1791044776119403,"[3.056625395836578, 3.041625332738125]","[7.881021249866546, 7.212451736729156]","[4.824395854029968, 4.170826403991031]",4.4295309779647765,0.6415094339622641
