,org_row,route_id,direction_id,date,stop_id,punc
0,6679,35,0,20210829,1815,"[[0, 39]]"
1,6680,35,0,20210829,1816,"[[0, 39]]"
2,6681,35,0,20210829,5287,"[[0, 39]]"
3,6682,35,0,20210829,1818,"[[0, 39]]"
4,6683,35,0,20210829,1819,"[[0, 34], [35, 39]]"
5,6684,35,0,20210829,1834,"[[0, 34], [35, 39]]"
6,6685,35,0,20210829,1821,"[[0, 14], [15, 49], [50, 54]]"
7,6686,35,0,20210829,1822,"[[0, 14], [15, 49], [50, 54]]"
8,6687,35,0,20210829,1823,"[[0, 14], [15, 49], [50, 54]]"
9,6688,35,0,20210829,1825,"[[0, 14], [15, 49], [50, 54]]"
10,6689,35,0,20210829,1826,"[[0, 14], [15, 49], [50, 54]]"
11,6690,35,0,20210829,1835,"[[0, 14], [15, 49], [50, 54]]"
12,6691,35,0,20210829,1252,"[[0, 14], [15, 49], [50, 54]]"
13,6692,35,0,20210829,1828,"[[0, 14], [15, 49], [50, 54]]"
14,6693,35,0,20210829,1829,"[[0, 14], [15, 49], [50, 54]]"
15,6694,35,0,20210829,1830,"[[0, 14], [15, 49], [50, 54]]"
16,6695,35,1,20210829,1830,"[[0, 5], [18, 37]]"
17,6696,35,1,20210829,1846,"[[0, 5], [18, 37]]"
18,6697,35,1,20210829,1847,"[[0, 5], [18, 37]]"
19,6698,35,1,20210829,1302,"[[0, 5], [18, 37]]"
20,6699,35,1,20210829,1840,"[[0, 5], [18, 37]]"
21,6700,35,1,20210829,1850,"[[0, 5], [18, 37]]"
22,6701,35,1,20210829,1851,"[[0, 5], [18, 37]]"
23,6702,35,1,20210829,1852,"[[0, 5], [18, 37]]"
24,6703,35,1,20210829,1853,"[[0, 5], [18, 37]]"
25,6704,35,1,20210829,1854,"[[0, 5], [18, 37]]"
26,6705,35,1,20210829,1841,"[[0, 5], [15, 39]]"
27,6706,35,1,20210829,1856,"[[0, 5], [15, 39]]"
28,6707,35,1,20210829,1857,"[[0, 5], [15, 39]]"
29,6708,35,1,20210829,5273,"[[0, 5], [15, 39]]"
30,6709,35,1,20210829,1859,[]
31,6710,35,1,20210829,1860,[]
32,6711,35,1,20210829,1861,[]
33,6712,35,1,20210829,1862,"[[0, 3], [10, 13]]"
34,6713,35,1,20210829,1863,"[[0, 3], [10, 13]]"
35,6714,35,1,20210829,1864,"[[0, 3], [10, 13]]"
36,6715,35,1,20210829,1865,"[[0, 3], [10, 13]]"
37,6716,35,1,20210829,1866,"[[0, 6], [13, 16]]"
38,6717,35,1,20210829,6472,"[[0, 6]]"
39,6718,35,1,20210829,1868,"[[0, 6]]"
40,6719,35,1,20210829,1869,"[[0, 6]]"
41,6720,35,1,20210829,1870,"[[0, 6], [17, 41]]"
42,6721,35,1,20210829,1871B,"[[0, 6], [17, 41]]"
43,6722,35,1,20210829,1872B,"[[0, 6], [17, 41]]"
44,6723,35,1,20210829,1873,"[[0, 6], [17, 41]]"
45,6724,35,1,20210829,1416,"[[0, 6], [17, 41]]"
46,6725,35,1,20210829,1148C,"[[0, 6], [17, 41]]"
47,6727,35,0,20210829,1500,"[[0, 14]]"
48,6728,35,0,20210829,1836B,"[[0, 14]]"
49,6729,35,1,20210829,1500,"[[0, 5]]"
50,6730,65,0,20210829,2596,"[[0, 5], [6, 13], [89, 105], [106, 109]]"
51,6731,65,0,20210829,2296,"[[0, 5], [6, 13], [106, 109]]"
52,6732,65,0,20210829,6444,"[[0, 5], [6, 13], [106, 109]]"
53,6733,65,0,20210829,3502,"[[0, 5], [6, 13], [107, 109]]"
54,6734,65,0,20210829,3503,"[[0, 5], [6, 13], [107, 109]]"
55,6735,65,0,20210829,1734,"[[0, 5], [6, 13], [107, 109]]"
56,6736,65,0,20210829,3518B,"[[0, 5], [6, 13], [107, 109]]"
57,6737,65,0,20210829,3506,"[[0, 5], [6, 13], [107, 109]]"
58,6738,65,0,20210829,2928,"[[0, 5], [6, 13], [107, 109]]"
59,6739,65,0,20210829,5611,"[[0, 5], [6, 13], [107, 109]]"
60,6740,65,0,20210829,3508,"[[0, 5], [6, 13], [107, 109]]"
61,6741,65,0,20210829,3517,"[[78, 80]]"
62,6742,65,0,20210829,3510B,"[[78, 80]]"
63,6743,65,0,20210829,2397,"[[78, 80]]"
64,6744,65,0,20210829,5407,"[[77, 80]]"
65,6745,65,0,20210829,3514,"[[77, 80]]"
66,6746,65,0,20210829,3515,"[[77, 80]]"
67,6747,65,0,20210829,1597B,"[[77, 80]]"
68,6748,65,0,20210829,3520,"[[77, 80]]"
69,6749,65,1,20210829,3521,"[[70, 73]]"
70,6750,65,1,20210829,3556,"[[70, 73]]"
71,6751,65,1,20210829,1598B,"[[70, 73]]"
72,6752,65,1,20210829,3557,"[[70, 73]]"
73,6753,65,1,20210829,3558,"[[70, 73]]"
74,6754,65,1,20210829,3559,"[[57, 69], [70, 73]]"
75,6755,65,1,20210829,3525,"[[57, 69], [70, 73]]"
76,6756,65,1,20210829,2351,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
77,6757,65,1,20210829,3562B,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
78,6758,65,1,20210829,3570,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
79,6759,65,1,20210829,3572,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
80,6760,65,1,20210829,5612,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
81,6761,65,1,20210829,2963,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
82,6762,65,1,20210829,2964B,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
83,6763,65,1,20210829,2967B,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
84,6764,65,1,20210829,2948,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
85,6765,65,1,20210829,3567,"[[0, 8], [9, 21], [93, 105], [106, 109]]"
86,6766,65,1,20210829,6447,"[[0, 3], [4, 8], [9, 21], [93, 105], [106, 109]]"
87,6767,65,1,20210829,2301,"[[0, 3], [4, 8], [9, 21], [93, 105], [106, 109]]"
88,6768,65,1,20210829,2595,"[[0, 3], [4, 8], [9, 21], [93, 105], [106, 109]]"
89,6769,65,1,20210829,2596,"[[0, 3], [4, 8], [9, 21], [93, 105], [106, 109]]"
90,6770,65,0,20210829,1940,"[[0, 5], [6, 13]]"
91,6771,65,0,20210829,4304,"[[0, 5], [6, 13]]"
92,6772,65,0,20210829,4305,"[[0, 5], [6, 13]]"
93,6773,65,0,20210829,1924,"[[0, 5], [6, 13]]"
94,6774,65,0,20210829,7234B,"[[0, 5], [6, 13]]"
95,6775,65,0,20210829,2351,"[[0, 5], [6, 13]]"
96,6776,61,1,20210829,9946,"[[0, 10], [23, 31], [37, 55]]"
97,6777,61,1,20210829,2895,"[[0, 10], [23, 31]]"
