org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time
35780,16,0,20210907,5721G,0.32926829268292684,"[3.1527777777777777, 3.108695652173913]","[6.340997577701307, 7.049399726981258]","[3.1882197999235293, 3.9407040748073445]"
35780,16,0,20210908,5721G,0.2073170731707317,"[3.1527777777777777, 3.108695652173913]","[7.261926843629355, 4.4819358741740185]","[4.109149065851577, 1.3732402220001054]"
35780,16,0,20210909,5721G,0.17073170731707318,"[3.1527777777777777, 3.108695652173913]","[5.025149617457616, 5.504566724996961]","[1.872371839679838, 2.3958710728230477]"
35780,16,0,20210910,5721G,0.2804878048780488,"[3.1527777777777777, 3.108695652173913]","[7.059060830037519, 5.7802394439243825]","[3.9062830522597416, 2.6715437917504694]"
35780,16,0,20210913,5721G,0.36585365853658536,"[3.1527777777777777, 3.108695652173913]","[5.625199265750347, 5.2429676092478585]","[2.4724214879725697, 2.1342719570739455]"
35780,16,0,20210914,5721G,0.3048780487804878,"[3.1527777777777777, 3.108695652173913]","[3.8973625594511176, 4.565389582178546]","[0.74458478167334, 1.4566939300046329]"
35780,16,0,20210915,5721G,0.21951219512195122,"[3.1527777777777777, 3.108695652173913]","[5.624739573203283, 5.008133030240832]","[2.4719617954255053, 1.899437378066919]"
35780,16,0,20210916,5721G,0.2804878048780488,"[3.1527777777777777, 3.108695652173913]","[4.274686461799623, 7.547938292500988]","[1.1219086840218457, 4.439242640327075]"
35780,16,0,20210917,5721G,0.2682926829268293,"[3.1527777777777777, 3.108695652173913]","[4.527276875144365, 8.208739717951056]","[1.374499097366587, 5.100044065777143]"
35781,16,0,20210907,5722F,0.2608695652173913,"[3.9212467792728316, 3.0471296296296297, 8.0]","[5.484311293065125, 8.31997619741677, 7.261991666666654]","[1.5630645137922934, 5.2728465677871394, -0.7380083333333456]"
35781,16,0,20210908,5722F,0.2318840579710145,"[3.9212467792728316, 3.0471296296296297, 8.0]","[6.656084998314534, 4.827092862357514, 8.0]","[2.7348382190417024, 1.779963232727884, 0.0]"
35781,16,0,20210909,5722F,0.21739130434782608,"[3.9212467792728316, 3.0471296296296297, 8.0]","[5.264097151796307, 5.868564773537631, 0]","[1.342850372523475, 2.8214351439080017, -8.0]"
35781,16,0,20210910,5722F,0.2898550724637681,"[3.9212467792728316, 3.0471296296296297, 8.0]","[7.447605804035047, 5.587865886612111, 8.0]","[3.526359024762215, 2.540736256982481, 0.0]"
35781,16,0,20210913,5722F,0.2463768115942029,"[3.9212467792728316, 3.0471296296296297, 8.0]","[6.210223248324748, 5.2288466476388615, 0]","[2.2889764690519168, 2.181717018009232, -8.0]"
35781,16,0,20210914,5722F,0.2753623188405797,"[3.9212467792728316, 3.0471296296296297, 8.0]","[4.776839433511927, 4.426185182487881, 8.0]","[0.855592654239095, 1.3790555528582513, 0.0]"
