org_row,route_id,direction_id,date,stop_id,on_time_rate,schedule_waiting_time,actual_waiting_time,excess_waiting_time,weighted_excess,a_devided_s,LIGNE
3046,33,0,20210920,2112,0.625,[7.485515607580824],[12.426990248510485],[4.941474640929661],4.941474640929661,0.7285714285714285,043b
3047,33,0,20210920,2103,0.5,[7.497105165366034],[12.5701803365807],[5.073075171214666],5.073075171214666,0.6571428571428571,043b
3048,33,0,20210920,2104,0.5,[7.497770345596432],[12.124045944507],[4.626275598910567],4.626275598910567,0.7714285714285715,043b
3049,33,0,20210920,2116B,0.1333333333333333,[7.254684540595142],[11.70535894025459],[4.450674399659447],4.450674399659447,0.7142857142857143,043b
3050,33,0,20210920,2117B,0.2666666666666666,[7.246013042287351],[12.91008051946755],[5.6640674771801995],5.6640674771802,0.7,043b
3051,33,0,20210920,2118B,0.2666666666666666,[7.245891276864728],[10.967653922522716],[3.7217626456579884],3.721762645657989,0.7714285714285715,043b
3052,33,0,20210920,2119,0.2857142857142857,[7.245369910282954],[10.638417544135304],[3.3930476338523503],3.3930476338523503,0.8285714285714286,043b
3053,33,0,20210920,2120,0.0714285714285714,[7.246709717097171],[10.7176454656098],[3.4709357485126295],3.470935748512629,0.7714285714285715,043b
3054,33,0,20210920,2136,0.1428571428571428,[7.241789813411926],[9.039563832456833],[1.7977740190449074],1.7977740190449074,0.8857142857142857,043b
3055,33,0,20210920,2137,0.1428571428571428,[7.2377827074804495],[9.529213842221433],[2.291431134740983],2.291431134740983,0.7857142857142857,043b
3056,33,0,20210920,2138B,0.1428571428571428,[7.232903862291853],[10.444945095760227],[3.2120412334683737],3.2120412334683737,0.8142857142857143,043b
3057,33,0,20210920,2109B,0.1428571428571428,[7.2328339575530585],[7.274365837424082],[0.041531879871023136],0.0415318798710231,1.9714285714285715,043b
3058,33,0,20210920,1951,,[10.0],[8.460496923942756],[-1.539503076057244],-1.539503076057244,1.6363636363636365,043b
3167,41,0,20210920,2982B,0.1304347826086956,[5.596866096866097],[10.622480793669043],[5.025614696802946],5.025614696802946,0.7701149425287356,045b
3168,41,0,20210920,2900,0.217391304347826,[5.596866096866097],[9.789497309960572],[4.192631213094475],4.192631213094475,0.7701149425287356,045b
3169,41,0,20210920,2992,0.6521739130434783,[5.596866096866097],[2.200472254587557],[-3.39639384227854],-3.39639384227854,5.609195402298851,045b
3170,41,0,20210920,9292,0.3478260869565217,[5.596866096866097],[5.934607013416158],[0.3377409165500609],0.3377409165500609,1.8735632183908049,045b
3171,41,1,20210920,9292,0.2765957446808511,[5.07957244655582],[5.259517760939475],[0.17994531438365513],0.1799453143836551,1.8522727272727275,045b
3172,41,1,20210920,2909,0.5957446808510638,[5.07957244655582],[7.344077990867569],[2.264505544311749],2.264505544311749,0.8636363636363636,045b
3173,41,1,20210920,2903,0.5531914893617021,[5.07957244655582],[8.686707351898868],[3.607134905343048],3.607134905343048,0.7954545454545454,045b
3174,41,1,20210920,2910,0.5319148936170213,[5.07957244655582],[7.643283968533303],[2.563711521977483],2.563711521977483,0.8409090909090909,045b
3286,27,0,20210920,1201,0.7352941176470589,"[3.241758241758242, 3.024017467248908]","[2.60188132805962, 1.1554310620602346]","[-0.6398769136986218, -1.8685864051886736]",-1.3343648871495206,5.593984962406015,046b
3287,27,0,20210920,1203,0.4117647058823529,"[3.241758241758242, 3.024017467248908]","[5.535694326432455, 4.893054312310997]","[2.293936084674213, 1.8690368450620887]",2.053775644893447,0.8270676691729323,046b
3288,27,0,20210920,1487,0.4153846153846154,"[3.21481925017564, 3.0738345595416368]","[5.573184769784957, 4.697272523278596]","[2.358365519609317, 1.6234379637369596]",1.9194504515188813,0.8045112781954887,046b
3289,27,0,20210920,3752,0.3384615384615385,"[3.2151842449787655, 3.073707598150921]","[6.268692962746764, 5.930192115917512]","[3.0535087177679983, 2.856484517766591]",2.9358414872116025,0.6917293233082706,046b
3290,27,0,20210920,3751,0.4461538461538462,"[3.1794212475260166, 3.0695670812441667]","[6.119827905243174, 4.778299108842588]","[2.940406657717157, 1.7087320275984212]",2.204823198062912,0.7894736842105263,046b
3291,27,0,20210920,3756,0.4153846153846154,"[3.2021077450700206, 3.0609831405606744]","[4.757522245220855, 4.1342762814922684]","[1.5554145001508344, 1.073293140931594]",1.2674809106171214,0.8270676691729323,046b
3292,27,0,20210920,3755,0.4,"[3.202748674476934, 3.0608600710100413]","[6.514589905100667, 4.08662404027819]","[3.3118412306237333, 1.0257639692681488]",1.9465450884252595,0.8195488721804511,046b
3293,27,0,20210920,2319,0.4461538461538462,"[3.2191376245794454, 3.0690507977857373]","[5.348768304370017, 4.619183923311689]","[2.1296306797905715, 1.5501331255259516]",1.7835418626603123,0.8120300751879699,046b
3294,27,0,20210920,2518,0.3538461538461538,"[3.241682453979982, 3.0603506306777333]","[6.682394013949571, 4.853673349546224]","[3.4407115599695888, 1.7933227188684904]",2.4568543354230994,0.7744360902255639,046b
3295,27,0,20210920,2256B,0.2238805970149253,"[2.9805194805194803, 3.14, 4.466666666666667, 3.0373665480427046]","[4.646135037989499, 5.401970412043612, 6.77690723613406, 4.170183367412382]","[1.6656155574700184, 2.261970412043612, 2.3102405694673935, 1.1328168193696775]",1.4421416011849244,0.837037037037037,046b
3296,27,0,20210920,2257B,0.2837837837837837,"[3.0117920495832444, 4.466666666666667, 3.0371913122565593]","[5.2870352602668325, 5.786671793443067, 4.328013029189067]","[2.275243210683588, 1.3200051267764001, 1.2908217169325074]",1.4986995969583967,0.8148148148148148,046b
3297,27,0,20210920,6858C,0.2567567567567567,"[3.0135163035739714, 4.466666666666667, 3.0368437444385123]","[4.990873621682579, 6.364931136906331, 4.693062809002991]","[1.9773573181086075, 1.8982644702396643, 1.6562190645644788]",1.7413856702061763,0.7851851851851852,046b
3298,27,0,20210920,2259,0.3108108108108108,"[3.0557383966244727, 4.466666666666667, 3.0288080784033644]","[4.4338874570820845, 6.615402662070609, 4.769997525403884]","[1.3781490604576119, 2.148735995403942, 1.7411894470005196]",1.6957441832753914,0.8074074074074075,046b
3299,27,0,20210920,2260,0.2586206896551724,"[3.323529411764706, 4.466666666666667, 3.0285714285714285]","[5.952344757829503, 6.8188103115497825, 4.504315215593639]","[2.628815346064797, 2.3521436448831157, 1.4757437870222105]",1.945311811848501,0.8074074074074075,046b
3301,27,0,20210920,2262,0.2352941176470588,"[5.280171593805883, 5.681205976287351]","[8.64164768181641, 6.220760198552646]","[3.3614760880105274, 0.5395542222652949]",2.8519624178065275,0.8155339805825242,046b
3302,27,0,20210920,2405,0.1176470588235294,"[5.312286689419795, 5.642857142857143]","[8.565455510136585, 5.895643876879068]","[3.25316882071679, 0.25278673402192453]",2.7114331661746616,0.8155339805825242,046b
3303,27,0,20210920,2264,0.05,"[5.242059108527132, 5.631770072992701]","[4.841202333338705, 68.5]","[-0.40085677518842733, 62.8682299270073]",12.819549401389786,0.0970873786407767,046b
3304,27,0,20210920,1894,0.0,"[5.347198641765704, 5.602941176470588]","[9.07380775730982, 68.0]","[3.7266091155441163, 62.39705882352941]",14.978476182828969,0.0776699029126213,046b
3305,27,0,20210920,2267,0.0,"[5.360286888719383, 5.602941176470588]","[7.231868008783675, 68.0]","[1.8715811200642918, 62.39705882352941]",13.47920698100281,0.087378640776699,046b
3306,27,0,20210920,2833,0.0909090909090909,"[5.361016949152543, 5.602941176470588]","[9.027238131709234, 9.293556376948176]","[3.6662211825566917, 3.6906152004775885]",3.6708994873634384,0.8446601941747572,046b
3307,27,0,20210920,2269,0.1428571428571428,"[5.31342920400192, 5.744433375596209]","[10.77769059444799, 7.399461806293958]","[5.464261390446069, 1.6550284306977492]",4.511953150508989,0.7281553398058253,046b
3308,27,0,20210920,2587,0.1282051282051282,"[5.105726872246696, 5.746376811594203]","[9.429932590140043, 7.810234225621127]","[4.324205717893347, 2.0638574140269235]",3.659397393226752,0.7281553398058253,046b
3309,27,0,20210920,1896,0.2857142857142857,"[6.116438356164384, 5.960575719649562]","[5.050829529888909, 6.2779936798870954]","[-1.0656088262754748, 0.31741796023753377]",0.1964031164176455,1.5714285714285714,046b
3310,27,1,20210920,1896,0.1923076923076923,"[5.3618421052631575, 5.341209829867675, 5.685714285714286]","[5.09640676829041, 6.988997362550905, 4.982623270199125]","[-0.26543533697274757, 1.64778753268323, -0.7030910155151613]",0.8731062450091678,1.4951456310679612,046b
